Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Session
NOR,1,93.333,2.0,1.0,33.451,31.534,28.348,108.0,231.0,272.0,299.0,True,SOFT,2.0,True,McLaren,0 days 00:20:21.411000,1,Q
NOR,1,78.277,3.0,1.0,27.467,28.045,22.765,306.0,261.0,262.0,333.0,True,SOFT,3.0,True,McLaren,0 days 00:21:54.744000,1,Q
NOR,1,78.566,6.0,2.0,27.612,27.914,23.04,305.0,256.0,268.0,331.0,True,SOFT,6.0,False,McLaren,0 days 00:42:40.046000,12,Q
NOR,1,77.456,9.0,3.0,27.446,27.728,22.282,304.0,258.0,265.0,331.0,True,SOFT,2.0,True,McLaren,0 days 00:51:02.174000,1,Q
NOR,1,77.32,12.0,4.0,27.435,27.634,22.251,305.0,256.0,263.0,329.0,True,SOFT,2.0,True,McLaren,0 days 01:04:17.790000,1,Q
NOR,1,77.207,15.0,5.0,27.364,27.621,22.222,307.0,260.0,265.0,327.0,True,SOFT,2.0,True,McLaren,0 days 01:12:37.669000,12,Q
HAM,44,78.73,2.0,1.0,27.769,28.438,22.523,295.0,256.0,267.0,328.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:16:58.331000,1,Q
HAM,44,77.931,5.0,2.0,27.641,27.982,22.308,286.0,257.0,265.0,330.0,True,SOFT,2.0,True,Ferrari,0 days 00:43:56.704000,1,Q
HAM,44,77.803,8.0,3.0,27.473,27.956,22.374,296.0,253.0,262.0,328.0,True,SOFT,5.0,False,Ferrari,0 days 00:51:56.819000,1,Q
HAM,44,77.219,11.0,4.0,27.329,27.842,22.048,298.0,257.0,264.0,329.0,True,SOFT,2.0,True,Ferrari,0 days 01:04:56.567000,1,Q
HAM,44,78.906,14.0,5.0,27.517,28.092,23.297,297.0,255.0,221.0,325.0,False,SOFT,2.0,True,Ferrari,0 days 01:11:30.964000,1,Q
LEC,16,78.878,2.0,1.0,27.853,28.575,22.45,294.0,254.0,267.0,329.0,False,MEDIUM,2.0,True,Ferrari,0 days 00:17:08.042000,1,Q
LEC,16,105.032,3.0,1.0,42.706,35.524,26.802,208.0,193.0,268.0,242.0,True,MEDIUM,3.0,True,Ferrari,0 days 00:18:26.920000,1,Q
LEC,16,79.344,4.0,1.0,27.971,28.606,22.767,299.0,258.0,264.0,327.0,True,MEDIUM,4.0,True,Ferrari,0 days 00:20:11.952000,1,Q
LEC,16,78.984,7.0,2.0,27.817,28.381,22.786,294.0,257.0,265.0,328.0,True,MEDIUM,7.0,False,Ferrari,0 days 00:28:33.055000,1,Q
LEC,16,78.936,10.0,3.0,27.783,28.145,23.008,295.0,258.0,267.0,329.0,True,SOFT,2.0,True,Ferrari,0 days 00:42:32.132000,12,Q
LEC,16,77.626,13.0,4.0,27.612,27.834,22.18,295.0,259.0,265.0,330.0,True,SOFT,2.0,True,Ferrari,0 days 00:51:45.086000,1,Q
LEC,16,77.445,16.0,5.0,27.542,27.775,22.128,297.0,259.0,263.0,327.0,True,SOFT,2.0,True,Ferrari,0 days 01:05:04.500000,1,Q
LEC,16,77.753,19.0,6.0,27.636,27.945,22.172,296.0,259.0,251.0,326.0,False,SOFT,2.0,True,Ferrari,0 days 01:11:41.524000,1,Q
ANT,12,91.25,2.0,1.0,31.954,34.178,25.118,254.0,200.0,271.0,323.0,True,SOFT,2.0,True,Mercedes,0 days 00:18:55.075000,1,Q
ANT,12,78.726,3.0,1.0,27.677,28.17,22.879,303.0,253.0,264.0,332.0,True,SOFT,3.0,True,Mercedes,0 days 00:20:26.325000,1,Q
