Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Session
NOR,4,72.86,2.0,1.0,19.256,34.544,19.06,214.0,196.0,271.0,280.0,True,SOFT,2.0,True,McLaren,1,Q
NOR,4,99.17,3.0,1.0,25.163,47.396,26.611,111.0,163.0,270.0,243.0,False,SOFT,3.0,True,McLaren,1,Q
NOR,4,71.596,4.0,1.0,18.806,33.84,18.95,217.0,205.0,270.0,280.0,True,SOFT,4.0,True,McLaren,1,Q
NOR,4,93.901,5.0,1.0,25.155,46.054,22.692,63.0,148.0,268.0,215.0,False,SOFT,5.0,True,McLaren,1,Q
NOR,4,71.739,6.0,1.0,18.803,33.794,19.142,220.0,199.0,270.0,279.0,False,SOFT,6.0,True,McLaren,1,Q
NOR,4,90.185,9.0,2.0,18.755,40.085,31.345,221.0,169.0,272.0,227.0,False,SOFT,9.0,False,McLaren,1,Q
NOR,4,71.285,10.0,2.0,18.694,33.817,18.774,221.0,207.0,271.0,280.0,True,SOFT,10.0,False,McLaren,1,Q
NOR,4,70.959,13.0,3.0,18.666,33.561,18.732,219.0,211.0,271.0,279.0,True,SOFT,2.0,True,McLaren,1,Q
NOR,4,70.57,16.0,4.0,18.459,33.523,18.588,223.0,209.0,271.0,278.0,True,SOFT,5.0,False,McLaren,1,Q
NOR,4,95.935,17.0,4.0,24.084,47.404,24.447,132.0,138.0,269.0,225.0,False,SOFT,6.0,False,McLaren,1,Q
NOR,4,70.709,18.0,4.0,18.488,33.477,18.744,223.0,210.0,271.0,279.0,False,SOFT,7.0,False,McLaren,1,Q
NOR,4,70.464,21.0,5.0,18.402,33.473,18.589,223.0,213.0,271.0,279.0,True,SOFT,2.0,True,McLaren,1,Q
NOR,4,70.125,24.0,6.0,18.222,33.434,18.469,225.0,214.0,271.0,277.0,True,SOFT,2.0,True,McLaren,1,Q
NOR,4,98.058,25.0,6.0,26.158,45.796,26.104,136.0,142.0,271.0,233.0,False,SOFT,3.0,True,McLaren,1,Q
NOR,4,69.954,26.0,6.0,18.216,33.254,18.484,225.0,215.0,271.0,279.0,True,SOFT,4.0,True,McLaren,1,Q
LEC,16,73.063,2.0,1.0,19.203,34.568,19.292,213.0,201.0,268.0,281.0,True,SOFT,2.0,True,Ferrari,1,Q
LEC,16,100.055,3.0,1.0,27.316,46.768,25.971,111.0,145.0,270.0,242.0,False,SOFT,3.0,True,Ferrari,1,Q
LEC,16,72.091,4.0,1.0,18.869,34.134,19.088,219.0,205.0,268.0,281.0,True,SOFT,4.0,True,Ferrari,1,Q
LEC,16,100.135,5.0,1.0,27.317,50.12,22.698,83.0,151.0,269.0,212.0,False,SOFT,5.0,True,Ferrari,1,Q
LEC,16,71.752,6.0,1.0,18.619,34.075,19.058,221.0,205.0,268.0,282.0,True,SOFT,6.0,True,Ferrari,1,Q
LEC,16,94.412,7.0,1.0,23.708,46.146,24.558,133.0,159.0,195.0,215.0,False,SOFT,7.0,True,Ferrari,1,Q
LEC,16,94.405,8.0,1.0,28.178,41.989,24.238,153.0,161.0,269.0,247.0,False,SOFT,8.0,True,Ferrari,1,Q
LEC,16,71.229,9.0,1.0,18.451,33.856,18.922,223.0,203.0,269.0,282.0,True,SOFT,9.0,True,Ferrari,1,Q
LEC,16,94.077,10.0,1.0,25.49,44.263,24.324,147.0,141.0,270.0,209.0,False,SOFT,10.0,True,Ferrari,1,Q
LEC,16,91.221,11.0,1.0,18.656,40.53,32.035,219.0,152.0,269.0,254.0,False,SOFT,11.0,True,Ferrari,1,Q
LEC,16,71.314,14.0,2.0,18.773,33.781,18.76,220.0,206.0,270.0,282.0,True,MEDIUM,2.0,True,Ferrari,1,Q
LEC,16,70.581,17.0,3.0,18.446,33.485,18.65,221.0,209.0,270.0,281.0,True,SOFT,2.0,True,Ferrari,1,Q
LEC,16,93.683,18.0,3.0,24.681,46.943,22.059,132.0,150.0,270.0,178.0,False,SOFT,3.0,True,Ferrari,1,Q
LEC,16,91.627,19.0,3.0,20.065,49.448,22.114,178.0,171.0,270.0,172.0,False,SOFT,4.0,True,Ferrari,1,Q
LEC,16,70.606,20.0,3.0,18.499,33.451,18.656,224.0,209.0,270.0,281.0,False,SOFT,5.0,True,Ferrari,1,Q
LEC,16,70.653,23.0,4.0,18.331,33.671,18.651,224.0,211.0,269.0,281.0,True,SOFT,2.0,True,Ferrari,1,Q
LEC,16,70.063,26.0,5.0,18.29,33.18,18.593,224.0,215.0,269.0,281.0,True,SOFT,2.0,True,Ferrari,1,Q
PIA,81,72.439,2.0,1.0,18.978,34.277,19.184,220.0,201.0,271.0,281.0,True,SOFT,2.0,True,McLaren,1,Q
PIA,81,109.164,3.0,1.0,30.393,48.504,30.267,54.0,119.0,269.0,253.0,False,SOFT,3.0,True,McLaren,1,Q
PIA,81,71.791,4.0,1.0,18.781,34.099,18.911,221.0,207.0,270.0,279.0,True,SOFT,4.0,True,McLaren,1,Q
PIA,81,99.87,5.0,1.0,27.754,47.679,24.437,95.0,140.0,270.0,246.0,False,SOFT,5.0,True,McLaren,1,Q
PIA,81,71.385,6.0,1.0,18.739,33.789,18.857,222.0,208.0,270.0,280.0,True,SOFT,6.0,True,McLaren,1,Q
PIA,81,71.308,9.0,2.0,18.651,33.788,18.869,218.0,209.0,273.0,281.0,True,SOFT,9.0,False,McLaren,1,Q
PIA,81,88.918,12.0,3.0,18.54,47.284,23.094,223.0,158.0,270.0,241.0,True,SOFT,2.0,True,McLaren,1,Q
PIA,81,70.961,15.0,4.0,18.453,33.858,18.65,222.0,210.0,273.0,278.0,True,SOFT,5.0,False,McLaren,1,Q
