Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session,TrackTemp,AirTemp,Humidity
0 days 00:44:25.875000,NOR,1,0 days 00:01:24.621000,11.0,2.0,,,0 days 00:00:27.441000,0 days 00:00:28.283000,0 days 00:00:28.897000,0 days 00:43:28.695000,0 days 00:43:56.978000,0 days 00:44:25.875000,295.0,313.0,281.0,320.0,False,SOFT,2.0,True,McLaren,0 days 00:43:01.254000,2026-09-04 11:00:31.236,1,,,,False,True,FP1,49.6,30.4,39.1
0 days 00:46:40.785000,NOR,1,0 days 00:02:14.910000,12.0,2.0,,,0 days 00:00:44.419000,0 days 00:00:54.417000,0 days 00:00:36.074000,0 days 00:45:10.294000,0 days 00:46:04.711000,0 days 00:46:40.785000,132.0,149.0,282.0,166.0,False,SOFT,3.0,True,McLaren,0 days 00:44:25.875000,2026-09-04 11:01:55.857,1,,,,False,True,FP1,49.6,30.4,39.1
0 days 00:48:04.809000,NOR,1,0 days 00:01:24.024000,13.0,2.0,,,0 days 00:00:27.501000,0 days 00:00:28.383000,0 days 00:00:28.140000,0 days 00:47:08.286000,0 days 00:47:36.669000,0 days 00:48:04.809000,291.0,315.0,280.0,317.0,False,SOFT,4.0,True,McLaren,0 days 00:46:40.785000,2026-09-04 11:04:10.767,1,,,,False,True,FP1,49.6,30.4,39.1
0 days 00:49:57.449000,NOR,1,0 days 00:01:52.640000,14.0,2.0,,0 days 00:49:53.472000,0 days 00:00:39.765000,0 days 00:00:37.117000,0 days 00:00:35.758000,0 days 00:48:44.574000,0 days 00:49:21.691000,0 days 00:49:57.449000,225.0,239.0,,175.0,False,SOFT,5.0,True,McLaren,0 days 00:48:04.809000,2026-09-04 11:05:34.791,1,,,,False,False,FP1,49.6,30.4,39.1
0 days 00:59:43.808000,NOR,1,,15.0,3.0,0 days 00:57:55.987000,,,0 days 00:00:29.984000,0 days 00:00:28.233000,,0 days 00:59:15.796000,0 days 00:59:43.808000,277.0,302.0,308.0,281.0,False,MEDIUM,10.0,False,McLaren,0 days 00:49:57.449000,2026-09-04 11:07:27.431,1,,,,False,False,FP1,49.6,30.4,39.1
0 days 01:01:10.552000,NOR,1,0 days 00:01:26.744000,16.0,3.0,,,0 days 00:00:28.625000,0 days 00:00:29.315000,0 days 00:00:28.804000,0 days 01:00:12.433000,0 days 01:00:41.748000,0 days 01:01:10.552000,287.0,306.0,289.0,285.0,False,MEDIUM,11.0,False,McLaren,0 days 00:59:43.808000,2026-09-04 11:17:13.790,1,,,,False,True,FP1,50.2,30.4,39.6
0 days 01:02:36.857000,NOR,1,0 days 00:01:26.305000,17.0,3.0,,,0 days 00:00:28.446000,0 days 00:00:29.263000,0 days 00:00:28.596000,0 days 01:01:38.998000,0 days 01:02:08.261000,0 days 01:02:36.857000,290.0,307.0,290.0,299.0,False,MEDIUM,12.0,False,McLaren,0 days 01:01:10.552000,2026-09-04 11:18:40.534,1,,,,False,True,FP1,50.2,30.4,39.6
0 days 01:04:03.374000,NOR,1,0 days 00:01:26.517000,18.0,3.0,,,0 days 00:00:28.456000,0 days 00:00:29.445000,0 days 00:00:28.616000,0 days 01:03:05.313000,0 days 01:03:34.758000,0 days 01:04:03.374000,289.0,308.0,291.0,301.0,False,MEDIUM,13.0,False,McLaren,0 days 01:02:36.857000,2026-09-04 11:20:06.839,1,,,,False,True,FP1,50.2,30.4,39.6
0 days 01:05:30.434000,NOR,1,0 days 00:01:27.060000,19.0,3.0,,,0 days 00:00:29.005000,0 days 00:00:29.642000,0 days 00:00:28.413000,0 days 01:04:32.379000,0 days 01:05:02.021000,0 days 01:05:30.434000,300.0,317.0,298.0,299.0,False,MEDIUM,14.0,False,McLaren,0 days 01:04:03.374000,2026-09-04 11:21:33.356,1,,,,False,True,FP1,50.2,30.4,39.6
0 days 01:06:56.644000,NOR,1,0 days 00:01:26.210000,20.0,3.0,,,0 days 00:00:28.203000,0 days 00:00:29.476000,0 days 00:00:28.531000,0 days 01:05:58.637000,0 days 01:06:28.113000,0 days 01:06:56.644000,297.0,319.0,305.0,311.0,False,MEDIUM,15.0,False,McLaren,0 days 01:05:30.434000,2026-09-04 11:23:00.416,1,,,,False,True,FP1,50.2,30.4,39.6
0 days 01:08:22.892000,NOR,1,0 days 00:01:26.248000,21.0,3.0,,,0 days 00:00:28.020000,0 days 00:00:29.601000,0 days 00:00:28.627000,0 days 01:07:24.664000,0 days 01:07:54.265000,0 days 01:08:22.892000,302.0,315.0,297.0,314.0,False,MEDIUM,16.0,False,McLaren,0 days 01:06:56.644000,2026-09-04 11:24:26.626,1,,,,False,True,FP1,50.2,30.4,39.6
0 days 01:09:49.846000,NOR,1,0 days 00:01:26.954000,22.0,3.0,,,0 days 00:00:28.552000,0 days 00:00:29.574000,0 days 00:00:28.828000,0 days 01:08:51.444000,0 days 01:09:21.018000,0 days 01:09:49.846000,288.0,306.0,293.0,301.0,False,MEDIUM,17.0,False,McLaren,0 days 01:08:22.892000,2026-09-04 11:25:52.874,1,,,,False,True,FP1,50.2,30.4,39.6
0 days 01:11:23.176000,NOR,1,0 days 00:01:33.330000,23.0,3.0,,0 days 01:11:19.365000,0 days 00:00:28.585000,0 days 00:00:29.569000,0 days 00:00:35.176000,0 days 01:10:18.431000,0 days 01:10:48,0 days 01:11:23.176000,287.0,307.0,,302.0,False,MEDIUM,18.0,False,McLaren,0 days 01:09:49.846000,2026-09-04 11:27:19.828,1,,,,False,False,FP1,49.5,30.4,39.1
0 days 01:13:14.128000,NOR,1,0 days 00:01:50.952000,24.0,4.0,0 days 01:11:46.631000,,0 days 00:00:52.042000,0 days 00:00:30.071000,0 days 00:00:28.839000,0 days 01:12:15.218000,0 days 01:12:45.289000,0 days 01:13:14.128000,290.0,311.0,294.0,264.0,False,SOFT,6.0,False,McLaren,0 days 01:11:23.176000,2026-09-04 11:28:53.158,1,,,,False,False,FP1,49.5,30.4,39.1
0 days 01:15:08.902000,NOR,1,0 days 00:01:54.774000,25.0,4.0,,,0 days 00:00:33.198000,0 days 00:00:37.384000,0 days 00:00:44.192000,0 days 01:13:47.326000,0 days 01:14:24.710000,0 days 01:15:08.902000,220.0,212.0,65.0,233.0,False,SOFT,7.0,False,McLaren,0 days 01:13:14.128000,2026-09-04 11:30:44.110,1,,,,False,True,FP1,49.5,30.4,39.1
0 days 01:17:36.223000,NOR,1,0 days 00:02:27.321000,26.0,4.0,,0 days 01:17:32.391000,0 days 00:01:08.283000,0 days 00:00:34.607000,0 days 00:00:44.431000,0 days 01:16:17.185000,0 days 01:16:51.792000,0 days 01:17:36.223000,300.0,200.0,,296.0,False,SOFT,8.0,False,McLaren,0 days 01:15:08.902000,2026-09-04 11:32:38.884,1,,,,False,False,FP1,49.5,30.4,39.1
0 days 00:15:04.675000,BOR,5,,1.0,1.0,0 days 00:13:21.417000,,,0 days 00:00:34.292000,0 days 00:00:33.493000,,0 days 00:14:31.321000,0 days 00:15:04.751000,258.0,266.0,256.0,165.0,False,MEDIUM,1.0,True,Audi,0 days 00:13:21.417000,2026-09-04 10:30:51.399,1,,,,False,False,FP1,49.5,30.4,39.1
0 days 00:16:49.533000,BOR,5,0 days 00:01:44.858000,2.0,1.0,,0 days 00:16:45.239000,0 days 00:00:31.776000,0 days 00:00:33.890000,0 days 00:00:39.192000,0 days 00:15:36.451000,0 days 00:16:10.341000,0 days 00:16:49.533000,272.0,280.0,,274.0,False,MEDIUM,2.0,True,Audi,0 days 00:15:04.675000,2026-09-04 10:32:34.657,1,,,,False,False,FP1,49.5,30.4,39.1
0 days 00:26:15.211000,BOR,5,,3.0,2.0,0 days 00:24:22.575000,,,0 days 00:00:33.027000,0 days 00:00:32.619000,,0 days 00:25:42.764000,0 days 00:26:15.355000,259.0,262.0,287.0,237.0,False,MEDIUM,3.0,False,Audi,0 days 00:16:49.533000,2026-09-04 10:34:19.515,1,,,,False,False,FP1,49.5,30.4,39.1
0 days 00:27:41.518000,BOR,5,0 days 00:01:26.307000,4.0,2.0,,,0 days 00:00:28.107000,0 days 00:00:29.182000,0 days 00:00:29.018000,0 days 00:26:43.318000,0 days 00:27:12.500000,0 days 00:27:41.518000,291.0,307.0,276.0,313.0,True,MEDIUM,4.0,False,Audi,0 days 00:26:15.211000,2026-09-04 10:43:45.193,1,,,,False,True,FP1,49.5,30.4,39.1
0 days 00:29:53.785000,BOR,5,0 days 00:02:12.267000,5.0,2.0,,,0 days 00:00:42.507000,0 days 00:00:48.476000,0 days 00:00:41.284000,0 days 00:28:24.025000,0 days 00:29:12.501000,0 days 00:29:53.785000,131.0,145.0,287.0,205.0,False,MEDIUM,5.0,False,Audi,0 days 00:27:41.518000,2026-09-04 10:45:11.500,12,,,,False,True,FP1,49.5,30.4,39.1
0 days 00:39:07.933000,BOR,5,,6.0,2.0,,0 days 00:32:43.476000,0 days 00:00:28.358000,0 days 00:01:16.813000,,0 days 00:30:22.365000,0 days 00:31:39.049000,,230.0,99.0,,313.0,False,MEDIUM,6.0,False,Audi,0 days 00:29:53.785000,2026-09-04 10:47:23.767,2651,,,,False,False,FP1,49.5,30.4,39.1
0 days 00:40:57.422000,BOR,5,,7.0,3.0,0 days 00:39:07.933000,,,0 days 00:00:33.127000,0 days 00:00:36.590000,,0 days 00:40:21.081000,0 days 00:40:57.605000,255.0,258.0,292.0,145.0,False,MEDIUM,7.0,False,Audi,0 days 00:39:07.933000,2026-09-04 10:56:37.915,1,,,,False,False,FP1,49.5,30.4,39.1
0 days 00:42:22.021000,BOR,5,0 days 00:01:24.599000,8.0,3.0,,,0 days 00:00:27.795000,0 days 00:00:28.648000,0 days 00:00:28.156000,0 days 00:41:25.217000,0 days 00:41:53.865000,0 days 00:42:22.021000,295.0,312.0,282.0,318.0,True,MEDIUM,8.0,False,Audi,0 days 00:40:57.422000,2026-09-04 10:58:27.404,1,,,,False,True,FP1,49.5,30.4,39.1
0 days 00:44:43.145000,BOR,5,0 days 00:02:21.124000,9.0,3.0,,,0 days 00:00:43.695000,0 days 00:00:59.299000,0 days 00:00:38.130000,0 days 00:43:05.716000,0 days 00:44:05.015000,0 days 00:44:43.145000,111.0,161.0,290.0,186.0,False,MEDIUM,9.0,False,Audi,0 days 00:42:22.021000,2026-09-04 10:59:52.003,1,,,,False,True,FP1,50.4,30.4,39.4
0 days 00:46:08.441000,BOR,5,0 days 00:01:25.296000,10.0,3.0,,,0 days 00:00:27.982000,0 days 00:00:28.743000,0 days 00:00:28.571000,0 days 00:45:11.127000,0 days 00:45:39.870000,0 days 00:46:08.441000,289.0,305.0,276.0,312.0,False,MEDIUM,10.0,False,Audi,0 days 00:44:43.145000,2026-09-04 11:02:13.127,1,,,,False,True,FP1,50.4,30.4,39.4
0 days 00:47:41.459000,BOR,5,0 days 00:01:33.018000,11.0,3.0,,0 days 00:47:37.715000,0 days 00:00:29.347000,0 days 00:00:29.313000,0 days 00:00:34.358000,0 days 00:46:37.788000,0 days 00:47:07.101000,0 days 00:47:41.459000,282.0,302.0,,285.0,False,MEDIUM,11.0,False,Audi,0 days 00:46:08.441000,2026-09-04 11:03:38.423,1,,,,False,False,FP1,50.4,30.4,39.4
0 days 01:03:16.077000,BOR,5,,12.0,4.0,0 days 01:01:32.627000,,,0 days 00:00:35.104000,0 days 00:00:33.992000,,0 days 01:02:42.258000,0 days 01:03:16.304000,264.0,236.0,292.0,186.0,False,SOFT,1.0,True,Audi,0 days 00:47:41.459000,2026-09-04 11:05:11.441,1,,,,False,False,FP1,50.4,30.4,39.4
0 days 01:04:40.083000,BOR,5,0 days 00:01:24.006000,13.0,4.0,,,0 days 00:00:27.854000,0 days 00:00:28.219000,0 days 00:00:27.933000,0 days 01:03:43.931000,0 days 01:04:12.150000,0 days 01:04:40.083000,293.0,311.0,283.0,314.0,True,SOFT,2.0,True,Audi,0 days 01:03:16.077000,2026-09-04 11:20:46.059,1,,,,False,True,FP1,50.4,30.4,39.4
0 days 01:06:12.392000,BOR,5,0 days 00:01:32.309000,14.0,4.0,,,0 days 00:00:32.674000,0 days 00:00:31.040000,0 days 00:00:28.595000,0 days 01:05:12.757000,0 days 01:05:43.797000,0 days 01:06:12.392000,272.0,302.0,306.0,230.0,False,SOFT,3.0,True,Audi,0 days 01:04:40.083000,2026-09-04 11:22:10.065,1,,,,False,True,FP1,50.4,30.4,39.4
0 days 01:07:38.889000,BOR,5,0 days 00:01:26.497000,15.0,4.0,,,0 days 00:00:28.591000,0 days 00:00:29.211000,0 days 00:00:28.695000,0 days 01:06:40.983000,0 days 01:07:10.194000,0 days 01:07:38.889000,284.0,304.0,312.0,296.0,False,SOFT,4.0,True,Audi,0 days 01:06:12.392000,2026-09-04 11:23:42.374,1,,,,False,True,FP1,50.4,30.4,39.4
0 days 01:09:04.852000,BOR,5,0 days 00:01:25.963000,16.0,4.0,,,0 days 00:00:28.689000,0 days 00:00:29.052000,0 days 00:00:28.222000,0 days 01:08:07.578000,0 days 01:08:36.630000,0 days 01:09:04.852000,291.0,309.0,309.0,293.0,False,SOFT,5.0,True,Audi,0 days 01:07:38.889000,2026-09-04 11:25:08.871,1,,,,False,True,FP1,50.4,30.4,39.4
