Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session
0 days 00:16:57.349000,NOR,4,,1.0,1.0,0 days 00:14:48.482000,,,0 days 00:00:35.498000,0 days 00:00:51.392000,,0 days 00:16:05.977000,0 days 00:16:57.415000,236.0,247.0,271.0,308.0,False,MEDIUM,1.0,True,McLaren,0 days 00:14:48.482000,2025-03-21 07:32:20.802,1,,,,False,False,SQ
0 days 00:18:29.597000,NOR,4,0 days 00:01:32.248000,2.0,1.0,,,0 days 00:00:24.618000,0 days 00:00:27.789000,0 days 00:00:39.841000,0 days 00:17:21.967000,0 days 00:17:49.756000,0 days 00:18:29.597000,281.0,275.0,271.0,330.0,True,MEDIUM,2.0,True,McLaren,0 days 00:16:57.349000,2025-03-21 07:34:29.669,1,,,,False,True,SQ
0 days 00:20:32.738000,NOR,4,0 days 00:02:03.141000,3.0,1.0,,,0 days 00:00:34.193000,0 days 00:00:38.202000,0 days 00:00:50.746000,0 days 00:19:03.790000,0 days 00:19:41.992000,0 days 00:20:32.738000,170.0,212.0,168.0,276.0,False,MEDIUM,3.0,True,McLaren,0 days 00:18:29.597000,2025-03-21 07:36:01.917,1,,,,False,True,SQ
0 days 00:22:38.639000,NOR,4,0 days 00:02:05.901000,4.0,1.0,,,0 days 00:00:38.528000,0 days 00:00:35.518000,0 days 00:00:51.855000,0 days 00:21:11.266000,0 days 00:21:46.784000,0 days 00:22:38.639000,200.0,239.0,271.0,308.0,False,MEDIUM,4.0,True,McLaren,0 days 00:20:32.738000,2025-03-21 07:38:05.058,1,,,,False,True,SQ
0 days 00:24:10.035000,NOR,4,0 days 00:01:31.396000,5.0,1.0,,,0 days 00:00:24.207000,0 days 00:00:27.555000,0 days 00:00:39.634000,0 days 00:23:02.846000,0 days 00:23:30.401000,0 days 00:24:10.035000,281.0,276.0,273.0,333.0,True,MEDIUM,5.0,True,McLaren,0 days 00:22:38.639000,2025-03-21 07:40:10.959,1,,,,False,True,SQ
0 days 00:26:16.460000,NOR,4,0 days 00:02:06.425000,6.0,1.0,,0 days 00:26:14.747000,0 days 00:00:32.385000,0 days 00:00:34.562000,0 days 00:00:59.478000,0 days 00:24:42.420000,0 days 00:25:16.982000,0 days 00:26:16.460000,161.0,180.0,,165.0,False,MEDIUM,6.0,True,McLaren,0 days 00:24:10.035000,2025-03-21 07:41:42.355,1,,,,False,False,SQ
0 days 00:33:56.277000,NOR,4,,7.0,2.0,0 days 00:32:03.140000,,,0 days 00:00:31.673000,0 days 00:00:50.942000,,0 days 00:33:05.398000,0 days 00:33:56.391000,262.0,252.0,270.0,311.0,False,MEDIUM,1.0,True,McLaren,0 days 00:26:16.460000,2025-03-21 07:43:48.780,12,,,,False,False,SQ
0 days 00:35:27.451000,NOR,4,0 days 00:01:31.174000,8.0,2.0,,,0 days 00:00:24.278000,0 days 00:00:27.499000,0 days 00:00:39.397000,0 days 00:34:20.555000,0 days 00:34:48.054000,0 days 00:35:27.451000,279.0,275.0,271.0,330.0,True,MEDIUM,2.0,True,McLaren,0 days 00:33:56.277000,2025-03-21 07:51:28.597,1,,,,False,True,SQ
0 days 00:37:34.240000,NOR,4,0 days 00:02:06.789000,9.0,2.0,,0 days 00:37:32.458000,0 days 00:00:31.850000,0 days 00:00:37.808000,0 days 00:00:57.131000,0 days 00:35:59.301000,0 days 00:36:37.109000,0 days 00:37:34.240000,160.0,210.0,,244.0,False,MEDIUM,3.0,True,McLaren,0 days 00:35:27.451000,2025-03-21 07:52:59.771,1,,,,False,False,SQ
0 days 00:50:44.735000,NOR,4,,10.0,3.0,0 days 00:48:58.028000,,,0 days 00:00:31.965000,0 days 00:00:47.840000,,0 days 00:49:56.963000,0 days 00:50:44.735000,258.0,256.0,271.0,312.0,False,SOFT,1.0,True,McLaren,0 days 00:37:34.240000,2025-03-21 07:55:06.560,12,,,,False,False,SQ
0 days 00:52:16.128000,NOR,4,0 days 00:01:31.393000,11.0,3.0,,,0 days 00:00:24.293000,0 days 00:00:27.440000,0 days 00:00:39.660000,0 days 00:51:09.028000,0 days 00:51:36.468000,0 days 00:52:16.128000,280.0,277.0,271.0,332.0,True,SOFT,2.0,True,McLaren,0 days 00:50:44.735000,2025-03-21 08:08:17.055,1,,,,False,True,SQ
0 days 00:54:24.411000,NOR,4,0 days 00:02:08.283000,12.0,3.0,,,0 days 00:00:37.923000,0 days 00:00:39.061000,0 days 00:00:51.299000,0 days 00:52:54.051000,0 days 00:53:33.112000,0 days 00:54:24.411000,155.0,188.0,274.0,265.0,False,SOFT,3.0,True,McLaren,0 days 00:52:16.128000,2025-03-21 08:09:48.448,1,,,,False,True,SQ
0 days 00:56:04.437000,NOR,4,0 days 00:01:40.026000,13.0,3.0,,0 days 00:56:02.549000,0 days 00:00:24.009000,0 days 00:00:27.425000,0 days 00:00:48.592000,0 days 00:54:48.420000,0 days 00:55:15.845000,0 days 00:56:04.437000,281.0,277.0,,332.0,False,SOFT,4.0,True,McLaren,0 days 00:54:24.411000,2025-03-21 08:11:56.731,1,,,,False,False,SQ
0 days 00:16:22.995000,LEC,16,,1.0,1.0,0 days 00:14:12.782000,,,0 days 00:00:34.478000,0 days 00:00:52.205000,,0 days 00:15:30.922000,0 days 00:16:23.035000,255.0,90.0,268.0,311.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:14:12.782000,2025-03-21 07:31:45.102,1,,,,False,False,SQ
0 days 00:17:55.234000,LEC,16,0 days 00:01:32.239000,2.0,1.0,,,0 days 00:00:24.771000,0 days 00:00:27.739000,0 days 00:00:39.729000,0 days 00:16:47.766000,0 days 00:17:15.505000,0 days 00:17:55.234000,282.0,277.0,268.0,333.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:16:22.995000,2025-03-21 07:33:55.315,1,,,,False,True,SQ
0 days 00:20:03.356000,LEC,16,0 days 00:02:08.122000,3.0,1.0,,0 days 00:20:01.530000,0 days 00:00:33.675000,0 days 00:00:37.094000,0 days 00:00:57.353000,0 days 00:18:28.909000,0 days 00:19:06.003000,0 days 00:20:03.356000,200.0,207.0,,271.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:17:55.234000,2025-03-21 07:35:27.554,1,,,,False,False,SQ
0 days 00:23:30.315000,LEC,16,,4.0,2.0,0 days 00:21:22.814000,,,0 days 00:00:36.876000,0 days 00:00:52.109000,,0 days 00:22:38.333000,0 days 00:23:30.549000,254.0,249.0,269.0,303.0,False,MEDIUM,4.0,False,Ferrari,0 days 00:20:03.356000,2025-03-21 07:37:35.676,1,,,,False,False,SQ
