Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Session
VER,1,88.36,2.0,1.0,30.856,40.015,17.489,288.0,298.0,270.0,297.0,True,SOFT,2.0,True,Red Bull Racing,1,Q
VER,1,87.943,5.0,2.0,30.696,39.718,17.529,288.0,299.0,270.0,297.0,True,SOFT,5.0,False,Red Bull Racing,1,Q
VER,1,87.502,8.0,3.0,30.51,39.641,17.351,288.0,300.0,271.0,299.0,True,SOFT,2.0,True,Red Bull Racing,1,Q
VER,1,87.278,13.0,5.0,30.463,39.463,17.352,288.0,299.0,271.0,295.0,True,SOFT,2.0,True,Red Bull Racing,1,Q
VER,1,86.983,16.0,6.0,30.387,39.355,17.241,288.0,298.0,271.0,295.0,True,SOFT,2.0,True,Red Bull Racing,1,Q
NOR,4,88.233,2.0,1.0,30.784,39.969,17.48,285.0,299.0,270.0,297.0,True,SOFT,2.0,True,McLaren,1,Q
NOR,4,119.499,3.0,1.0,47.672,49.334,22.493,239.0,250.0,179.0,227.0,False,SOFT,3.0,True,McLaren,1,Q
NOR,4,126.988,4.0,1.0,54.076,48.782,24.13,191.0,275.0,271.0,236.0,False,SOFT,4.0,True,McLaren,1,Q
NOR,4,87.845,5.0,1.0,30.61,39.725,17.51,288.0,303.0,272.0,299.0,True,SOFT,5.0,True,McLaren,1,Q
NOR,4,87.146,8.0,2.0,30.451,39.388,17.307,285.0,302.0,272.0,298.0,True,SOFT,2.0,True,McLaren,1,Q
NOR,4,87.519,11.0,3.0,30.641,39.511,17.367,283.0,300.0,269.0,295.0,True,SOFT,2.0,True,McLaren,1,Q
NOR,4,86.995,14.0,4.0,30.358,39.301,17.336,287.0,300.0,267.0,295.0,True,SOFT,2.0,True,McLaren,1,Q
PIA,81,88.143,2.0,1.0,30.892,39.774,17.477,287.0,300.0,269.0,297.0,True,SOFT,2.0,True,McLaren,1,Q
PIA,81,87.687,5.0,2.0,30.69,39.542,17.455,287.0,301.0,271.0,295.0,True,SOFT,5.0,False,McLaren,1,Q
PIA,81,87.613,8.0,3.0,30.563,39.642,17.408,287.0,304.0,271.0,296.0,True,SOFT,2.0,True,McLaren,1,Q
PIA,81,87.507,11.0,4.0,30.658,39.426,17.423,286.0,302.0,269.0,296.0,True,SOFT,5.0,False,McLaren,1,Q
