Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Session
PIA,81,69.627,2.0,1.0,23.787,24.819,21.021,289.0,280.0,321.0,326.0,True,SOFT,2.0,True,McLaren,0 days 00:21:55.420000,1,Q
PIA,81,69.338,5.0,2.0,23.684,24.593,21.061,290.0,281.0,321.0,325.0,True,SOFT,5.0,False,McLaren,0 days 00:29:16.825000,1,Q
PIA,81,68.964,8.0,3.0,23.59,24.517,20.857,289.0,281.0,320.0,329.0,True,SOFT,2.0,True,McLaren,0 days 00:46:16.618000,1,Q
PIA,81,69.498,11.0,4.0,23.646,24.722,21.13,289.0,282.0,319.0,327.0,False,SOFT,5.0,False,McLaren,0 days 00:53:29.522000,1,Q
PIA,81,68.662,14.0,5.0,23.367,24.476,20.819,289.0,282.0,322.0,325.0,True,SOFT,2.0,True,McLaren,0 days 01:03:50.836000,1,Q
PIA,81,68.754,17.0,6.0,23.358,24.431,20.965,290.0,280.0,319.0,326.0,False,SOFT,2.0,True,McLaren,0 days 01:12:29.846000,1,Q
NOR,4,69.469,2.0,1.0,23.646,24.735,21.088,289.0,279.0,321.0,326.0,True,SOFT,2.0,True,McLaren,0 days 00:21:47.176000,1,Q
NOR,4,69.719,5.0,2.0,23.806,24.82,21.093,291.0,282.0,322.0,325.0,False,SOFT,5.0,False,McLaren,0 days 00:29:05.383000,1,Q
NOR,4,68.874,8.0,3.0,23.474,24.555,20.845,291.0,282.0,321.0,328.0,True,SOFT,2.0,True,McLaren,0 days 00:45:24.644000,1,Q
NOR,4,69.435,11.0,4.0,23.646,24.784,21.005,288.0,281.0,320.0,325.0,False,SOFT,5.0,False,McLaren,0 days 00:51:38.402000,1,Q
NOR,4,68.674,14.0,5.0,23.386,24.394,20.894,290.0,283.0,322.0,326.0,True,SOFT,2.0,True,McLaren,0 days 01:04:02.367000,1,Q
NOR,4,68.75,17.0,6.0,23.439,24.383,20.928,289.0,281.0,318.0,325.0,False,SOFT,2.0,True,McLaren,0 days 01:12:16.908000,1,Q
VER,1,69.754,2.0,1.0,23.976,24.633,21.145,289.0,281.0,321.0,327.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:19:30.581000,1,Q
VER,1,69.696,5.0,2.0,23.817,24.708,21.171,291.0,281.0,321.0,328.0,True,SOFT,5.0,False,Red Bull Racing,0 days 00:29:41.648000,1,Q
VER,1,69.122,8.0,3.0,23.599,24.547,20.976,292.0,281.0,319.0,329.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:44:09.889000,1,Q
VER,1,69.336,11.0,4.0,23.74,24.54,21.056,291.0,281.0,322.0,327.0,False,SOFT,5.0,False,Red Bull Racing,0 days 00:52:30.706000,1,Q
VER,1,69.048,14.0,5.0,23.62,24.423,21.005,291.0,281.0,321.0,330.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:06:11.763000,1,Q
VER,1,68.925,17.0,6.0,23.648,24.365,20.912,291.0,281.0,322.0,331.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:14:09.694000,1,Q
HAD,6,70.106,2.0,1.0,24.04,24.836,21.23,288.0,278.0,320.0,327.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:22:23.955000,1,Q
HAD,6,69.966,5.0,2.0,23.977,24.803,21.186,289.0,280.0,320.0,327.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:30:07.035000,1,Q
HAD,6,69.515,8.0,3.0,23.783,24.692,21.04,289.0,279.0,320.0,329.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:45:49.528000,1,Q
HAD,6,69.439,11.0,4.0,23.749,24.701,20.989,288.0,281.0,320.0,329.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:53:07.535000,1,Q
HAD,6,69.723,14.0,5.0,23.813,24.785,21.125,289.0,280.0,319.0,327.0,True,SOFT,5.0,False,Racing Bulls,0 days 01:04:56.987000,1,Q
HAD,6,69.208,17.0,6.0,23.691,24.565,20.952,291.0,280.0,320.0,328.0,True,SOFT,2.0,True,Racing Bulls,0 days 01:14:00.959000,1,Q
RUS,63,70.055,2.0,1.0,24.101,24.748,21.206,286.0,281.0,319.0,326.0,True,SOFT,2.0,True,Mercedes,0 days 00:21:28.437000,1,Q
RUS,63,69.676,5.0,2.0,23.692,24.865,21.119,289.0,280.0,319.0,328.0,True,SOFT,2.0,True,Mercedes,0 days 00:29:29.292000,1,Q
RUS,63,69.636,8.0,3.0,23.77,24.737,21.129,289.0,281.0,322.0,324.0,True,SOFT,5.0,False,Mercedes,0 days 00:44:01.968000,1,Q
RUS,63,69.313,11.0,4.0,23.738,24.573,21.002,287.0,282.0,321.0,325.0,True,SOFT,2.0,True,Mercedes,0 days 00:51:53.817000,1,Q
RUS,63,69.255,14.0,5.0,23.691,24.542,21.022,286.0,282.0,317.0,326.0,True,SOFT,2.0,True,Mercedes,0 days 01:04:24.647000,1,Q
RUS,63,69.334,17.0,6.0,23.642,24.606,21.086,290.0,281.0,320.0,328.0,False,SOFT,2.0,True,Mercedes,0 days 01:13:49.546000,1,Q
LEC,16,70.621,2.0,1.0,24.142,25.031,21.448,287.0,280.0,318.0,325.0,True,SOFT,2.0,True,Ferrari,0 days 00:17:01.667000,1,Q
LEC,16,70.387,5.0,2.0,24.077,24.973,21.337,287.0,280.0,319.0,328.0,True,SOFT,5.0,False,Ferrari,0 days 00:24:17.022000,1,Q
LEC,16,69.906,8.0,3.0,23.944,24.821,21.141,290.0,280.0,319.0,326.0,True,SOFT,2.0,True,Ferrari,0 days 00:31:12.259000,1,Q
LEC,16,70.034,11.0,4.0,23.948,24.946,21.14,287.0,279.0,318.0,324.0,True,SOFT,5.0,False,Ferrari,0 days 00:41:01.427000,1,Q
LEC,16,69.304,14.0,5.0,23.664,24.691,20.949,290.0,280.0,320.0,326.0,True,SOFT,2.0,True,Ferrari,0 days 00:46:28.887000,1,Q
LEC,16,69.536,18.0,7.0,23.888,24.611,21.037,286.0,281.0,320.0,326.0,True,SOFT,3.0,False,Ferrari,0 days 01:05:07.768000,1,Q
LEC,16,69.34,21.0,8.0,23.774,24.625,20.941,288.0,278.0,320.0,325.0,True,SOFT,2.0,True,Ferrari,0 days 01:12:58.735000,1,Q
HAM,44,70.224,2.0,1.0,24.11,24.914,21.2,287.0,279.0,316.0,327.0,True,SOFT,2.0,True,Ferrari,0 days 00:17:19.356000,1,Q
HAM,44,69.9,7.0,3.0,24.109,24.624,21.167,290.0,279.0,317.0,331.0,True,SOFT,2.0,True,Ferrari,0 days 00:31:04.827000,1,Q
HAM,44,70.14,10.0,4.0,24.106,24.813,21.221,288.0,279.0,318.0,326.0,True,SOFT,5.0,False,Ferrari,0 days 00:41:12.039000,1,Q
HAM,44,69.261,13.0,5.0,23.735,24.493,21.033,291.0,280.0,318.0,330.0,True,SOFT,2.0,True,Ferrari,0 days 00:46:47.783000,1,Q
HAM,44,69.526,17.0,7.0,23.843,24.665,21.018,288.0,280.0,319.0,327.0,True,SOFT,3.0,False,Ferrari,0 days 01:05:18.702000,1,Q
HAM,44,69.39,20.0,8.0,23.779,24.594,21.017,290.0,279.0,318.0,325.0,True,SOFT,2.0,True,Ferrari,0 days 01:13:12.369000,1,Q
LAW,30,70.2,2.0,1.0,24.191,24.826,21.183,289.0,281.0,322.0,326.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:22:32.220000,1,Q
LAW,30,69.779,5.0,2.0,23.953,24.646,21.18,290.0,280.0,318.0,328.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:31:35.982000,1,Q
LAW,30,69.726,8.0,3.0,23.916,24.706,21.104,289.0,280.0,320.0,328.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:44:46.233000,1,Q
LAW,30,69.383,11.0,4.0,23.74,24.508,21.135,290.0,281.0,319.0,329.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:54:04.235000,1,Q
LAW,30,70.331,14.0,5.0,23.955,25.074,21.302,289.0,280.0,319.0,328.0,True,SOFT,5.0,False,Racing Bulls,0 days 01:05:35.763000,1,Q
LAW,30,69.5,17.0,6.0,23.867,24.544,21.089,290.0,280.0,319.0,327.0,True,SOFT,2.0,True,Racing Bulls,0 days 01:13:31.981000,1,Q
SAI,55,70.355,2.0,1.0,24.064,24.862,21.429,290.0,282.0,321.0,330.0,True,SOFT,2.0,True,Williams,0 days 00:22:40.816000,1,Q
SAI,55,69.98,5.0,2.0,23.823,24.931,21.226,292.0,282.0,321.0,330.0,True,SOFT,2.0,True,Williams,0 days 00:30:21.767000,1,Q
SAI,55,69.765,8.0,3.0,23.766,24.82,21.179,292.0,283.0,322.0,329.0,True,SOFT,2.0,True,Williams,0 days 00:45:03.007000,1,Q
