Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session
0 days 00:49:33.518000,HAD,6,0 days 00:01:34.317000,18.0,4.0,,,0 days 00:00:32.627000,0 days 00:00:35.385000,0 days 00:00:26.305000,0 days 00:48:31.828000,0 days 00:49:07.213000,0 days 00:49:33.518000,216.0,181.0,269.0,305.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 00:47:59.201000,2026-05-01 16:47:59.291,1,,,,False,True,FP1
0 days 00:51:07.936000,HAD,6,0 days 00:01:34.418000,19.0,4.0,,,0 days 00:00:32.602000,0 days 00:00:35.424000,0 days 00:00:26.392000,0 days 00:50:06.120000,0 days 00:50:41.544000,0 days 00:51:07.936000,214.0,181.0,267.0,301.0,False,MEDIUM,11.0,False,Red Bull Racing,0 days 00:49:33.518000,2026-05-01 16:49:33.608,1,,,,False,True,FP1
0 days 00:52:42.331000,HAD,6,0 days 00:01:34.395000,20.0,4.0,,,0 days 00:00:32.451000,0 days 00:00:35.496000,0 days 00:00:26.448000,0 days 00:51:40.387000,0 days 00:52:15.883000,0 days 00:52:42.331000,214.0,180.0,263.0,302.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 00:51:07.936000,2026-05-01 16:51:08.026,1,,,,False,True,FP1
0 days 00:54:17.516000,HAD,6,0 days 00:01:35.185000,21.0,4.0,,,0 days 00:00:32.826000,0 days 00:00:35.817000,0 days 00:00:26.542000,0 days 00:53:15.157000,0 days 00:53:50.974000,0 days 00:54:17.516000,215.0,180.0,264.0,303.0,False,MEDIUM,13.0,False,Red Bull Racing,0 days 00:52:42.331000,2026-05-01 16:52:42.421,1,,,,False,True,FP1
0 days 00:55:54.349000,HAD,6,0 days 00:01:36.833000,22.0,4.0,,,0 days 00:00:33.706000,0 days 00:00:36.271000,0 days 00:00:26.856000,0 days 00:54:51.222000,0 days 00:55:27.493000,0 days 00:55:54.349000,208.0,171.0,242.0,316.0,False,MEDIUM,14.0,False,Red Bull Racing,0 days 00:54:17.516000,2026-05-01 16:54:17.606,1,,,,False,True,FP1
0 days 00:57:29.494000,HAD,6,0 days 00:01:35.145000,23.0,4.0,,,0 days 00:00:32.735000,0 days 00:00:35.740000,0 days 00:00:26.670000,0 days 00:56:27.084000,0 days 00:57:02.824000,0 days 00:57:29.494000,215.0,176.0,269.0,303.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 00:55:54.349000,2026-05-01 16:55:54.439,1,,,,False,True,FP1
0 days 00:59:04.314000,HAD,6,0 days 00:01:34.820000,24.0,4.0,,,0 days 00:00:32.564000,0 days 00:00:35.690000,0 days 00:00:26.566000,0 days 00:58:02.058000,0 days 00:58:37.748000,0 days 00:59:04.314000,214.0,178.0,267.0,305.0,False,MEDIUM,16.0,False,Red Bull Racing,0 days 00:57:29.494000,2026-05-01 16:57:29.584,1,,,,False,True,FP1
0 days 01:00:39.534000,HAD,6,0 days 00:01:35.220000,25.0,4.0,,,0 days 00:00:32.564000,0 days 00:00:35.535000,0 days 00:00:27.121000,,0 days 01:00:12.413000,0 days 01:00:39.534000,213.0,179.0,268.0,293.0,False,MEDIUM,17.0,False,Red Bull Racing,0 days 00:59:04.314000,2026-05-01 16:59:04.404,1,,,,False,True,FP1
0 days 01:02:13.854000,HAD,6,0 days 00:01:34.320000,26.0,4.0,,,0 days 00:00:32.808000,0 days 00:00:35.499000,0 days 00:00:26.013000,0 days 01:01:12.342000,0 days 01:01:47.841000,0 days 01:02:13.854000,213.0,179.0,249.0,321.0,False,MEDIUM,18.0,False,Red Bull Racing,0 days 01:00:39.534000,2026-05-01 17:00:39.624,1,,,,False,True,FP1
0 days 01:03:48.561000,HAD,6,0 days 00:01:34.707000,27.0,4.0,,,0 days 00:00:33.200000,0 days 00:00:35.193000,0 days 00:00:26.314000,0 days 01:02:47.054000,0 days 01:03:22.247000,0 days 01:03:48.561000,215.0,180.0,263.0,311.0,False,MEDIUM,19.0,False,Red Bull Racing,0 days 01:02:13.854000,2026-05-01 17:02:13.944,1,,,,False,True,FP1
0 days 01:05:23.081000,HAD,6,0 days 00:01:34.520000,28.0,4.0,,,0 days 00:00:32.738000,0 days 00:00:35.583000,0 days 00:00:26.199000,0 days 01:04:21.299000,0 days 01:04:56.882000,0 days 01:05:23.081000,212.0,177.0,270.0,311.0,False,MEDIUM,20.0,False,Red Bull Racing,0 days 01:03:48.561000,2026-05-01 17:03:48.651,1,,,,False,True,FP1
0 days 01:06:57.468000,HAD,6,0 days 00:01:34.387000,29.0,4.0,,,0 days 00:00:32.525000,0 days 00:00:35.587000,0 days 00:00:26.275000,0 days 01:05:55.606000,0 days 01:06:31.193000,0 days 01:06:57.468000,213.0,181.0,273.0,308.0,False,MEDIUM,21.0,False,Red Bull Racing,0 days 01:05:23.081000,2026-05-01 17:05:23.171,1,,,,False,True,FP1
0 days 01:08:38.507000,HAD,6,0 days 00:01:41.039000,30.0,4.0,,0 days 01:08:32.923000,0 days 00:00:32.519000,0 days 00:00:35.643000,0 days 00:00:32.877000,0 days 01:07:29.987000,0 days 01:08:05.630000,0 days 01:08:38.507000,214.0,179.0,,281.0,False,MEDIUM,22.0,False,Red Bull Racing,0 days 01:06:57.468000,2026-05-01 17:06:57.558,1,,,,False,False,FP1
0 days 01:18:55.349000,HAD,6,,31.0,5.0,0 days 01:16:56.156000,,,0 days 00:00:44.435000,0 days 00:00:35.192000,,0 days 01:18:20.453000,0 days 01:18:55.547000,178.0,119.0,250.0,250.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:08:38.507000,2026-05-01 17:08:38.597,1,,,,False,False,FP1
0 days 01:20:26.388000,HAD,6,0 days 00:01:31.039000,32.0,5.0,,,0 days 00:00:31.386000,0 days 00:00:34.207000,0 days 00:00:25.446000,0 days 01:19:26.735000,0 days 01:20:00.942000,0 days 01:20:26.388000,219.0,188.0,268.0,313.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:18:55.349000,2026-05-01 17:18:55.439,1,,,,False,True,FP1
0 days 01:22:45.741000,HAD,6,0 days 00:02:19.353000,33.0,5.0,,0 days 01:22:40.062000,0 days 00:00:49.133000,0 days 00:00:49.982000,0 days 00:00:40.238000,0 days 01:21:15.521000,0 days 01:22:05.503000,0 days 01:22:45.741000,145.0,127.0,,183.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:20:26.388000,2026-05-01 17:20:26.478,1,,,,False,False,FP1
0 days 01:25:15.480000,HAD,6,0 days 00:02:29.739000,34.0,6.0,0 days 01:23:11.608000,,0 days 00:01:08.163000,0 days 00:00:43.422000,0 days 00:00:38.154000,0 days 01:23:53.904000,0 days 01:24:37.326000,0 days 01:25:15.480000,161.0,140.0,250.0,140.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:22:45.741000,2026-05-01 17:22:45.831,1,,,,False,False,FP1
0 days 01:26:46.353000,HAD,6,0 days 00:01:30.873000,35.0,6.0,,,0 days 00:00:31.573000,0 days 00:00:33.983000,0 days 00:00:25.317000,0 days 01:25:47.053000,0 days 01:26:21.036000,0 days 01:26:46.353000,218.0,189.0,267.0,311.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:25:15.480000,2026-05-01 17:25:15.570,1,,,,False,True,FP1
