Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Session
PIA,81,88.156,2.0,1.0,29.435,33.687,25.034,219.0,190.0,284.0,337.0,True,MEDIUM,2.0,True,McLaren,1,SQ
PIA,81,119.146,3.0,1.0,44.315,42.088,32.743,142.0,138.0,148.0,259.0,False,MEDIUM,3.0,True,McLaren,1,SQ
PIA,81,121.926,4.0,1.0,48.279,42.997,30.65,164.0,129.0,283.0,230.0,False,MEDIUM,4.0,True,McLaren,1,SQ
PIA,81,87.951,5.0,1.0,29.4,33.61,24.941,223.0,191.0,288.0,338.0,True,MEDIUM,5.0,True,McLaren,1,SQ
PIA,81,87.354,8.0,2.0,28.995,33.405,24.954,224.0,191.0,286.0,336.0,True,MEDIUM,2.0,True,McLaren,1,SQ
PIA,81,86.527,11.0,3.0,28.648,32.936,24.943,221.0,193.0,286.0,338.0,True,SOFT,2.0,True,McLaren,1,SQ
LEC,16,88.364,2.0,1.0,29.424,33.811,25.129,219.0,186.0,284.0,339.0,True,MEDIUM,2.0,True,Ferrari,1,SQ
LEC,16,119.454,3.0,1.0,44.303,42.894,32.257,166.0,156.0,249.0,207.0,False,MEDIUM,3.0,True,Ferrari,1,SQ
LEC,16,123.045,4.0,1.0,48.447,44.981,29.617,176.0,148.0,283.0,234.0,False,MEDIUM,4.0,True,Ferrari,1,SQ
LEC,16,103.905,5.0,1.0,29.359,36.853,37.693,220.0,144.0,284.0,115.0,False,MEDIUM,5.0,True,Ferrari,1,SQ
LEC,16,88.325,6.0,1.0,29.444,33.783,25.098,220.0,191.0,285.0,338.0,True,MEDIUM,6.0,True,Ferrari,1,SQ
LEC,16,87.811,9.0,2.0,29.103,33.682,25.026,222.0,192.0,285.0,337.0,True,MEDIUM,2.0,True,Ferrari,1,SQ
LEC,16,124.313,10.0,2.0,48.064,43.003,33.246,164.0,149.0,134.0,216.0,False,MEDIUM,3.0,True,Ferrari,1,SQ
LEC,16,122.371,11.0,2.0,48.618,43.666,30.087,170.0,150.0,283.0,244.0,False,MEDIUM,4.0,True,Ferrari,1,SQ
LEC,16,87.467,12.0,2.0,29.043,33.309,25.115,222.0,192.0,284.0,338.0,True,MEDIUM,5.0,True,Ferrari,1,SQ
LEC,16,86.808,15.0,3.0,28.756,33.107,24.945,224.0,192.0,285.0,339.0,True,SOFT,2.0,True,Ferrari,1,SQ
VER,1,87.953,2.0,1.0,29.191,33.569,25.193,219.0,190.0,283.0,340.0,True,MEDIUM,2.0,True,Red Bull Racing,1,SQ
VER,1,87.729,6.0,3.0,28.973,33.673,25.083,218.0,191.0,285.0,337.0,True,MEDIUM,2.0,True,Red Bull Racing,1,SQ
VER,1,127.227,7.0,3.0,47.657,50.117,29.453,126.0,134.0,225.0,267.0,False,MEDIUM,3.0,True,Red Bull Racing,1,SQ
VER,1,122.591,8.0,3.0,50.738,45.037,26.816,130.0,154.0,284.0,295.0,False,MEDIUM,4.0,True,Red Bull Racing,1,SQ
VER,1,87.245,9.0,3.0,28.93,33.184,25.131,218.0,191.0,284.0,338.0,True,MEDIUM,5.0,True,Red Bull Racing,1,SQ
