Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session,TrackTemp,AirTemp,Humidity
0 days 00:22:21.791000,NOR,1,,1.0,1.0,0 days 00:19:54.809000,0 days 00:22:17.784000,,0 days 00:01:03.258000,0 days 00:00:46.131000,,0 days 00:21:35.728000,0 days 00:22:21.791000,229.0,150.0,,202.0,False,MEDIUM,1.0,True,McLaren,0 days 00:19:54.809000,2026-07-17 11:36:17.981,1,,,,False,False,FP1,42.9,24.3,43.2
0 days 00:29:56.558000,NOR,1,,2.0,2.0,0 days 00:27:37.845000,0 days 00:29:52.610000,,0 days 00:00:56.591000,0 days 00:00:43.150000,,0 days 00:29:13.531000,0 days 00:29:56.558000,237.0,185.0,,203.0,False,SOFT,1.0,True,McLaren,0 days 00:22:21.791000,2026-07-17 11:38:44.963,1,,,,False,False,FP1,43.1,24.3,41.8
0 days 00:39:07.074000,NOR,1,,3.0,3.0,0 days 00:36:31.162000,,,0 days 00:01:00.038000,0 days 00:00:38.850000,,0 days 00:38:28.436000,0 days 00:39:07.117000,160.0,122.0,218.0,266.0,False,SOFT,1.0,False,McLaren,0 days 00:29:56.558000,2026-07-17 11:46:19.730,1,,,,False,False,FP1,42.1,24.5,42.3
0 days 00:40:57.480000,NOR,1,0 days 00:01:50.406000,4.0,3.0,,,0 days 00:00:31.488000,0 days 00:00:49.026000,0 days 00:00:29.892000,0 days 00:39:38.562000,0 days 00:40:27.588000,0 days 00:40:57.480000,294.0,205.0,163.0,299.0,True,SOFT,2.0,False,McLaren,0 days 00:39:07.074000,2026-07-17 11:55:30.246,1,,,,False,True,FP1,40.0,24.1,42.7
0 days 00:43:39.786000,NOR,1,,5.0,3.0,,,0 days 00:00:54.395000,0 days 00:01:12.577000,0 days 00:00:35.357000,0 days 00:41:52.136000,0 days 00:43:04.625000,0 days 00:43:39.848000,152.0,141.0,205.0,169.0,False,SOFT,3.0,False,McLaren,0 days 00:40:57.480000,2026-07-17 11:57:20.652,1,,,,False,False,FP1,38.8,24.1,43.1
0 days 00:45:28.689000,NOR,1,0 days 00:01:48.903000,6.0,3.0,,,0 days 00:00:31.406000,0 days 00:00:48.007000,0 days 00:00:29.490000,0 days 00:44:11.192000,0 days 00:44:59.199000,0 days 00:45:28.689000,302.0,213.0,202.0,296.0,True,SOFT,4.0,False,McLaren,0 days 00:43:39.786000,2026-07-17 12:00:02.958,1,,,,False,True,FP1,39.5,23.9,44.3
0 days 00:48:31.571000,NOR,1,,7.0,3.0,,,0 days 00:00:55.887000,0 days 00:01:27.499000,0 days 00:00:39.430000,0 days 00:46:24.701000,0 days 00:47:52.306000,0 days 00:48:31.581000,174.0,113.0,204.0,170.0,False,SOFT,5.0,False,McLaren,0 days 00:45:28.689000,2026-07-17 12:01:51.861,1,,,,False,False,FP1,39.6,23.9,43.7
0 days 00:50:27.993000,NOR,1,0 days 00:01:56.422000,8.0,3.0,,0 days 00:50:24.042000,0 days 00:00:31.391000,0 days 00:00:47.741000,0 days 00:00:37.290000,0 days 00:49:02.962000,0 days 00:49:50.703000,0 days 00:50:27.993000,299.0,210.0,,299.0,False,SOFT,6.0,False,McLaren,0 days 00:48:31.571000,2026-07-17 12:04:54.743,1,,,,False,False,FP1,39.4,23.9,44.7
0 days 00:58:53.797000,NOR,1,,9.0,4.0,0 days 00:56:52.303000,,,0 days 00:00:54.862000,0 days 00:00:34.249000,,0 days 00:58:19.786000,0 days 00:58:53.830000,285.0,178.0,217.0,229.0,False,SOFT,1.0,True,McLaren,0 days 00:50:27.993000,2026-07-17 12:06:51.165,1,,,,False,False,FP1,38.7,24.1,43.6
0 days 01:00:41.728000,NOR,1,0 days 00:01:47.931000,10.0,4.0,,,0 days 00:00:30.972000,0 days 00:00:47.780000,0 days 00:00:29.179000,0 days 00:59:24.769000,0 days 01:00:12.549000,0 days 01:00:41.728000,302.0,211.0,172.0,304.0,True,SOFT,2.0,True,McLaren,0 days 00:58:53.797000,2026-07-17 12:15:16.969,1,,,,False,True,FP1,37.8,24.0,40.3
0 days 01:03:40.439000,NOR,1,,11.0,4.0,,,0 days 00:00:52.399000,0 days 00:01:27.365000,0 days 00:00:38.907000,0 days 01:01:34.294000,0 days 01:03:01.589000,0 days 01:03:40.565000,104.0,113.0,216.0,164.0,False,SOFT,3.0,True,McLaren,0 days 01:00:41.728000,2026-07-17 12:17:04.900,1,,,,False,False,FP1,37.6,23.9,39.8
0 days 01:05:29.031000,NOR,1,0 days 00:01:48.592000,12.0,4.0,,,0 days 00:00:31.198000,0 days 00:00:47.705000,0 days 00:00:29.689000,0 days 01:04:11.637000,0 days 01:04:59.342000,0 days 01:05:29.031000,300.0,213.0,165.0,301.0,False,SOFT,4.0,True,McLaren,0 days 01:03:40.439000,2026-07-17 12:20:03.611,1,,,,False,True,FP1,36.7,23.8,40.8
0 days 01:07:26.784000,NOR,1,0 days 00:01:57.753000,13.0,4.0,,,0 days 00:00:38.987000,0 days 00:00:48.629000,0 days 00:00:30.137000,0 days 01:06:08.018000,0 days 01:06:56.647000,0 days 01:07:26.784000,301.0,206.0,204.0,281.0,False,SOFT,5.0,True,McLaren,0 days 01:05:29.031000,2026-07-17 12:21:52.203,1,,,,False,True,FP1,36.9,23.8,41.0
0 days 01:09:18.068000,NOR,1,0 days 00:01:51.284000,14.0,4.0,,,0 days 00:00:32.761000,0 days 00:00:48.724000,0 days 00:00:29.799000,0 days 01:07:59.545000,0 days 01:08:48.269000,0 days 01:09:18.068000,304.0,207.0,218.0,286.0,False,SOFT,6.0,True,McLaren,0 days 01:07:26.784000,2026-07-17 12:23:49.956,1,,,,False,True,FP1,35.9,23.8,41.1
0 days 01:11:08.017000,NOR,1,0 days 00:01:49.949000,15.0,4.0,,,0 days 00:00:31.537000,0 days 00:00:48.723000,0 days 00:00:29.689000,0 days 01:09:49.605000,0 days 01:10:38.328000,0 days 01:11:08.017000,307.0,209.0,218.0,296.0,False,SOFT,7.0,True,McLaren,0 days 01:09:18.068000,2026-07-17 12:25:41.240,1,,,,False,True,FP1,36.0,23.8,41.1
0 days 01:13:00.686000,NOR,1,0 days 00:01:52.669000,16.0,4.0,,,0 days 00:00:31.583000,0 days 00:00:50.392000,0 days 00:00:30.694000,0 days 01:11:39.600000,0 days 01:12:29.992000,0 days 01:13:00.686000,311.0,198.0,218.0,299.0,False,SOFT,8.0,True,McLaren,0 days 01:11:08.017000,2026-07-17 12:27:31.189,12,,,,False,True,FP1,35.8,23.7,41.1
0 days 01:14:53.632000,NOR,1,0 days 00:01:52.946000,17.0,4.0,,,0 days 00:00:32.098000,0 days 00:00:50.847000,0 days 00:00:30.001000,0 days 01:13:32.784000,0 days 01:14:23.631000,0 days 01:14:53.632000,313.0,205.0,198.0,294.0,False,SOFT,9.0,True,McLaren,0 days 01:13:00.686000,2026-07-17 12:29:23.858,1,,,,False,True,FP1,35.0,23.6,41.9
0 days 01:17:18.220000,NOR,1,0 days 00:02:24.588000,18.0,4.0,,,0 days 00:00:40.212000,0 days 00:01:02.823000,0 days 00:00:41.553000,0 days 01:15:33.844000,0 days 01:16:36.667000,0 days 01:17:18.220000,209.0,151.0,75.0,220.0,False,SOFT,10.0,True,McLaren,0 days 01:14:53.632000,2026-07-17 12:31:16.804,1,,,,False,True,FP1,34.8,23.5,42.1
0 days 01:19:59.342000,NOR,1,,19.0,4.0,,0 days 01:19:55.420000,0 days 00:01:08.013000,0 days 00:00:50.543000,0 days 00:00:42.504000,0 days 01:18:26.477000,0 days 01:19:16.928000,0 days 01:19:59.342000,299.0,159.0,,291.0,False,SOFT,11.0,True,McLaren,0 days 01:17:18.220000,2026-07-17 12:33:41.392,12,,,,False,False,FP1,34.9,23.4,42.1
0 days 00:16:55.273000,VER,3,,1.0,1.0,0 days 00:14:33.228000,,,0 days 00:01:05.855000,0 days 00:00:36.185000,,0 days 00:16:19.328000,0 days 00:16:55.333000,199.0,144.0,221.0,232.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:14:33.228000,2026-07-17 11:30:56.400,1,,,,False,False,FP1,40.9,24.0,43.0
0 days 00:18:44.580000,VER,3,0 days 00:01:49.307000,2.0,1.0,,,0 days 00:00:31.174000,0 days 00:00:49.044000,0 days 00:00:29.089000,0 days 00:17:26.447000,0 days 00:18:15.491000,0 days 00:18:44.580000,313.0,207.0,202.0,294.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:16:55.273000,2026-07-17 11:33:18.445,1,,,,False,True,FP1,42.8,24.1,43.6
0 days 00:21:45.851000,VER,3,,3.0,1.0,,,0 days 00:00:56.840000,0 days 00:01:27.750000,0 days 00:00:36.674000,0 days 00:19:41.680000,0 days 00:21:09.357000,0 days 00:21:45.957000,169.0,114.0,222.0,172.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:18:44.580000,2026-07-17 11:35:07.752,1,,,,False,False,FP1,42.9,24.4,41.6
0 days 00:23:34.088000,VER,3,0 days 00:01:48.237000,4.0,1.0,,,0 days 00:00:31.056000,0 days 00:00:48.112000,0 days 00:00:29.069000,0 days 00:22:16.907000,0 days 00:23:05.019000,0 days 00:23:34.088000,310.0,209.0,205.0,294.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 00:21:45.851000,2026-07-17 11:38:09.023,1,,,,False,True,FP1,43.1,24.3,41.8
0 days 00:26:58.740000,VER,3,,5.0,1.0,,,0 days 00:01:09.489000,0 days 00:01:27.084000,0 days 00:00:48.070000,0 days 00:24:43.741000,0 days 00:26:10.710000,0 days 00:26:58.888000,117.0,116.0,221.0,135.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:23:34.088000,2026-07-17 11:39:57.260,1,,,,False,False,FP1,42.6,24.4,41.4
0 days 00:28:46.599000,VER,3,0 days 00:01:47.859000,6.0,1.0,,,0 days 00:00:31.045000,0 days 00:00:48.055000,0 days 00:00:28.759000,0 days 00:27:29.785000,0 days 00:28:17.840000,0 days 00:28:46.599000,310.0,207.0,210.0,292.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 00:26:58.740000,2026-07-17 11:43:21.912,1,,,,False,True,FP1,43.0,24.6,40.4
0 days 00:31:15.818000,VER,3,0 days 00:02:29.219000,7.0,1.0,,0 days 00:31:11.957000,0 days 00:00:44.534000,0 days 00:01:05.862000,0 days 00:00:38.823000,0 days 00:29:31.133000,0 days 00:30:36.995000,0 days 00:31:15.818000,164.0,174.0,,172.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 00:28:46.599000,2026-07-17 11:45:09.771,1,,,,False,False,FP1,42.7,24.4,40.6
0 days 00:42:19.523000,VER,3,,8.0,2.0,0 days 00:40:09.083000,,,0 days 00:01:03.779000,0 days 00:00:32.676000,,0 days 00:41:47.057000,0 days 00:42:19.731000,273.0,187.0,223.0,221.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:31:15.818000,2026-07-17 11:47:38.990,1,,,,False,False,FP1,42.1,24.6,41.8
0 days 00:44:06.593000,VER,3,0 days 00:01:47.070000,9.0,2.0,,,0 days 00:00:30.974000,0 days 00:00:47.308000,0 days 00:00:28.788000,0 days 00:42:50.497000,0 days 00:43:37.805000,0 days 00:44:06.593000,306.0,213.0,212.0,291.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:42:19.523000,2026-07-17 11:58:42.695,1,,,,False,True,FP1,38.7,24.1,43.5
0 days 00:46:21.523000,VER,3,0 days 00:02:14.930000,10.0,2.0,,0 days 00:46:17.759000,0 days 00:00:41.743000,0 days 00:00:55.923000,0 days 00:00:37.264000,0 days 00:44:48.336000,0 days 00:45:44.259000,0 days 00:46:21.523000,176.0,197.0,,257.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:44:06.593000,2026-07-17 12:00:29.765,1,,,,False,False,FP1,39.5,23.9,44.3
0 days 00:52:56.260000,VER,3,,11.0,3.0,0 days 00:51:01.572000,,,0 days 00:00:53.018000,0 days 00:00:32.546000,,0 days 00:52:23.902000,0 days 00:52:56.275000,293.0,193.0,209.0,284.0,False,MEDIUM,8.0,False,Red Bull Racing,0 days 00:46:21.523000,2026-07-17 12:02:44.695,1,,,,False,False,FP1,39.5,23.9,45.4
0 days 00:54:47.824000,VER,3,0 days 00:01:51.564000,12.0,3.0,,,0 days 00:00:31.959000,0 days 00:00:49.949000,0 days 00:00:29.656000,0 days 00:53:28.219000,0 days 00:54:18.168000,0 days 00:54:47.824000,303.0,200.0,206.0,293.0,False,MEDIUM,9.0,False,Red Bull Racing,0 days 00:52:56.260000,2026-07-17 12:09:19.432,1,,,,False,True,FP1,38.5,24.3,42.6
0 days 00:56:39.518000,VER,3,0 days 00:01:51.694000,13.0,3.0,,,0 days 00:00:32.151000,0 days 00:00:49.979000,0 days 00:00:29.564000,0 days 00:55:19.975000,0 days 00:56:09.954000,0 days 00:56:39.518000,304.0,196.0,209.0,291.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 00:54:47.824000,2026-07-17 12:11:10.996,1,,,,False,True,FP1,39.2,24.2,38.8
0 days 00:58:31.294000,VER,3,0 days 00:01:51.776000,14.0,3.0,,,0 days 00:00:31.890000,0 days 00:00:50.107000,0 days 00:00:29.779000,0 days 00:57:11.408000,0 days 00:58:01.515000,0 days 00:58:31.294000,306.0,199.0,209.0,293.0,False,MEDIUM,11.0,False,Red Bull Racing,0 days 00:56:39.518000,2026-07-17 12:13:02.690,1,,,,False,True,FP1,38.5,24.2,39.3
0 days 01:00:23.029000,VER,3,0 days 00:01:51.735000,15.0,3.0,,,0 days 00:00:31.824000,0 days 00:00:50.125000,0 days 00:00:29.786000,0 days 00:59:03.118000,0 days 00:59:53.243000,0 days 01:00:23.029000,307.0,196.0,204.0,293.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 00:58:31.294000,2026-07-17 12:14:54.466,1,,,,False,True,FP1,38.3,24.2,39.8
0 days 01:02:15.702000,VER,3,0 days 00:01:52.673000,16.0,3.0,,,0 days 00:00:31.985000,0 days 00:00:50.695000,0 days 00:00:29.993000,0 days 01:00:55.014000,0 days 01:01:45.709000,0 days 01:02:15.702000,310.0,192.0,203.0,288.0,False,MEDIUM,13.0,False,Red Bull Racing,0 days 01:00:23.029000,2026-07-17 12:16:46.201,1,,,,False,True,FP1,37.8,24.0,39.7
0 days 01:04:08.528000,VER,3,0 days 00:01:52.826000,17.0,3.0,,,0 days 00:00:32.139000,0 days 00:00:50.635000,0 days 00:00:30.052000,0 days 01:02:47.841000,0 days 01:03:38.476000,0 days 01:04:08.528000,309.0,197.0,206.0,287.0,False,MEDIUM,14.0,False,Red Bull Racing,0 days 01:02:15.702000,2026-07-17 12:18:38.874,1,,,,False,True,FP1,37.0,23.8,40.4
0 days 01:06:01.358000,VER,3,0 days 00:01:52.830000,18.0,3.0,,,0 days 00:00:31.930000,0 days 00:00:50.727000,0 days 00:00:30.173000,0 days 01:04:40.458000,0 days 01:05:31.185000,0 days 01:06:01.358000,314.0,194.0,204.0,289.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 01:04:08.528000,2026-07-17 12:20:31.700,1,,,,False,True,FP1,36.7,23.8,40.8
0 days 01:07:54.541000,VER,3,0 days 00:01:53.183000,19.0,3.0,,,0 days 00:00:32.085000,0 days 00:00:50.926000,0 days 00:00:30.172000,0 days 01:06:33.443000,0 days 01:07:24.369000,0 days 01:07:54.541000,310.0,192.0,204.0,287.0,False,MEDIUM,16.0,False,Red Bull Racing,0 days 01:06:01.358000,2026-07-17 12:22:24.530,1,,,,False,True,FP1,36.7,23.7,41.0
0 days 01:09:47.528000,VER,3,0 days 00:01:52.987000,20.0,3.0,,,0 days 00:00:32.009000,0 days 00:00:50.992000,0 days 00:00:29.986000,0 days 01:08:26.550000,0 days 01:09:17.542000,0 days 01:09:47.528000,309.0,189.0,205.0,288.0,False,MEDIUM,17.0,False,Red Bull Racing,0 days 01:07:54.541000,2026-07-17 12:24:17.713,1,,,,False,True,FP1,36.0,23.8,41.1
0 days 01:11:47.898000,VER,3,0 days 00:02:00.370000,21.0,3.0,,0 days 01:11:44.043000,0 days 00:00:32.321000,0 days 00:00:52.243000,0 days 00:00:35.806000,0 days 01:10:19.849000,0 days 01:11:12.092000,0 days 01:11:47.898000,305.0,180.0,,287.0,False,MEDIUM,18.0,False,Red Bull Racing,0 days 01:09:47.528000,2026-07-17 12:26:10.700,1,,,,False,False,FP1,35.8,23.7,41.1
0 days 01:13:56.224000,VER,3,0 days 00:02:08.326000,22.0,4.0,0 days 01:12:08.302000,,0 days 00:00:48.012000,0 days 00:00:50.386000,0 days 00:00:29.928000,0 days 01:12:35.910000,0 days 01:13:26.296000,0 days 01:13:56.224000,310.0,188.0,208.0,286.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:11:47.898000,2026-07-17 12:28:11.070,12,,,,False,False,FP1,35.4,24.1,41.6
0 days 01:16:21.157000,VER,3,0 days 00:02:24.933000,23.0,4.0,,,0 days 00:00:40.585000,0 days 00:00:54.385000,0 days 00:00:49.963000,0 days 01:14:36.809000,0 days 01:15:31.194000,0 days 01:16:21.157000,269.0,181.0,77.0,226.0,False,SOFT,5.0,False,Red Bull Racing,0 days 01:13:56.224000,2026-07-17 12:30:19.396,1,,,,False,True,FP1,35.0,23.7,41.9
0 days 01:19:06.359000,VER,3,,24.0,4.0,,0 days 01:19:02.528000,0 days 00:01:10.562000,0 days 00:00:56.922000,0 days 00:00:37.712000,0 days 01:17:31.956000,0 days 01:18:28.759000,0 days 01:19:06.359000,302.0,190.0,,282.0,False,SOFT,6.0,False,Red Bull Racing,0 days 01:16:21.157000,2026-07-17 12:32:44.329,1,,,,False,False,FP1,34.8,23.4,41.9
0 days 00:17:43.326000,BOR,5,,1.0,1.0,0 days 00:14:54.728000,,,0 days 00:00:56.920000,0 days 00:00:51.165000,,0 days 00:16:52.332000,0 days 00:17:43.516000,259.0,171.0,208.0,237.0,False,HARD,1.0,True,Audi,0 days 00:14:54.728000,2026-07-17 11:31:17.900,1,,,,False,False,FP1,41.5,23.9,43.4
0 days 00:19:34.318000,BOR,5,0 days 00:01:50.992000,2.0,1.0,,,0 days 00:00:31.651000,0 days 00:00:49.542000,0 days 00:00:29.799000,0 days 00:18:14.977000,0 days 00:19:04.519000,0 days 00:19:34.318000,299.0,201.0,173.0,301.0,True,HARD,2.0,True,Audi,0 days 00:17:43.326000,2026-07-17 11:34:06.498,1,,,,False,True,FP1,43.2,24.3,43.0
0 days 00:22:22.778000,BOR,5,,3.0,1.0,,,0 days 00:00:47.522000,0 days 00:01:12.831000,0 days 00:00:47.985000,0 days 00:20:22.003000,0 days 00:21:34.859000,0 days 00:22:22.804000,170.0,158.0,213.0,214.0,False,HARD,3.0,True,Audi,0 days 00:19:34.318000,2026-07-17 11:35:57.490,1,,,,False,False,FP1,42.9,24.4,41.6
0 days 00:24:12.944000,BOR,5,0 days 00:01:50.166000,4.0,1.0,,,0 days 00:00:31.479000,0 days 00:00:49.125000,0 days 00:00:29.562000,0 days 00:22:54.257000,0 days 00:23:43.382000,0 days 00:24:12.944000,294.0,206.0,186.0,304.0,True,HARD,4.0,True,Audi,0 days 00:22:22.778000,2026-07-17 11:38:45.950,1,,,,False,True,FP1,43.1,24.3,41.8
0 days 00:27:11.963000,BOR,5,,5.0,1.0,,,0 days 00:00:50.751000,0 days 00:01:14.067000,0 days 00:00:54.312000,0 days 00:25:03.849000,0 days 00:26:17.946000,0 days 00:27:12.138000,144.0,147.0,213.0,183.0,False,HARD,5.0,True,Audi,0 days 00:24:12.944000,2026-07-17 11:40:36.116,1,,,,False,False,FP1,42.8,24.4,41.1
0 days 00:29:01.788000,BOR,5,0 days 00:01:49.825000,6.0,1.0,,,0 days 00:00:31.626000,0 days 00:00:48.690000,0 days 00:00:29.509000,0 days 00:27:43.589000,0 days 00:28:32.279000,0 days 00:29:01.788000,298.0,205.0,170.0,303.0,True,HARD,6.0,True,Audi,0 days 00:27:11.963000,2026-07-17 11:43:35.135,1,,,,False,True,FP1,43.0,24.6,40.4
0 days 00:31:42.905000,BOR,5,,7.0,1.0,,,0 days 00:00:50.143000,0 days 00:01:10.973000,0 days 00:00:39.967000,0 days 00:29:52.142000,0 days 00:31:03.107000,0 days 00:31:43.057000,156.0,98.0,216.0,187.0,False,HARD,7.0,True,Audi,0 days 00:29:01.788000,2026-07-17 11:45:24.960,1,,,,False,False,FP1,42.7,24.4,40.6
0 days 00:33:32.145000,BOR,5,0 days 00:01:49.240000,8.0,1.0,,,0 days 00:00:31.371000,0 days 00:00:48.681000,0 days 00:00:29.188000,0 days 00:32:14.276000,0 days 00:33:02.957000,0 days 00:33:32.145000,300.0,204.0,200.0,306.0,True,HARD,8.0,True,Audi,0 days 00:31:42.905000,2026-07-17 11:48:06.077,1,,,,False,True,FP1,40.9,24.6,41.7
0 days 00:35:51.052000,BOR,5,0 days 00:02:18.907000,9.0,1.0,,0 days 00:35:47.134000,0 days 00:00:39.383000,0 days 00:01:01.542000,0 days 00:00:37.982000,0 days 00:34:11.528000,0 days 00:35:13.070000,0 days 00:35:51.052000,239.0,191.0,,244.0,False,HARD,9.0,True,Audi,0 days 00:33:32.145000,2026-07-17 11:49:55.317,1,,,,False,False,FP1,41.1,24.5,41.7
0 days 00:47:18.511000,BOR,5,,10.0,2.0,0 days 00:45:04.792000,,,0 days 00:00:59.855000,0 days 00:00:38.397000,,0 days 00:46:40.249000,0 days 00:47:18.657000,265.0,143.0,216.0,258.0,False,SOFT,1.0,True,Audi,0 days 00:35:51.052000,2026-07-17 11:52:14.224,1,,,,False,False,FP1,40.6,24.4,42.1
0 days 00:49:06.917000,BOR,5,0 days 00:01:48.406000,11.0,2.0,,,0 days 00:00:31.189000,0 days 00:00:48.078000,0 days 00:00:29.139000,0 days 00:47:49.700000,0 days 00:48:37.778000,0 days 00:49:06.917000,302.0,206.0,203.0,305.0,True,SOFT,2.0,True,Audi,0 days 00:47:18.511000,2026-07-17 12:03:41.683,1,,,,False,True,FP1,39.5,23.9,45.4
0 days 00:52:13.528000,BOR,5,,12.0,2.0,,,0 days 00:01:00.572000,0 days 00:01:24.797000,0 days 00:00:41.120000,0 days 00:50:07.776000,0 days 00:51:32.477000,0 days 00:52:13.564000,106.0,128.0,217.0,142.0,False,SOFT,3.0,True,Audi,0 days 00:49:06.917000,2026-07-17 12:05:30.089,1,,,,False,False,FP1,39.2,24.0,44.3
0 days 00:54:07.900000,BOR,5,0 days 00:01:54.372000,13.0,2.0,,0 days 00:54:03.822000,0 days 00:00:31.350000,0 days 00:00:48.480000,0 days 00:00:34.542000,0 days 00:52:44.878000,0 days 00:53:33.358000,0 days 00:54:07.900000,298.0,205.0,,306.0,False,SOFT,4.0,True,Audi,0 days 00:52:13.528000,2026-07-17 12:08:36.700,1,,,,False,False,FP1,38.2,24.2,43.7
0 days 00:56:44.501000,BOR,5,,14.0,3.0,0 days 00:54:31.892000,,0 days 00:01:17.100000,0 days 00:00:50.061000,0 days 00:00:29.511000,0 days 00:55:25.041000,0 days 00:56:15.124000,0 days 00:56:44.587000,281.0,205.0,213.0,272.0,False,SOFT,5.0,False,Audi,0 days 00:54:07.900000,2026-07-17 12:10:31.072,1,,,,False,False,FP1,38.3,24.3,40.1
0 days 00:58:35.257000,BOR,5,0 days 00:01:50.756000,15.0,3.0,,,0 days 00:00:31.730000,0 days 00:00:49.350000,0 days 00:00:29.676000,0 days 00:57:16.231000,0 days 00:58:05.581000,0 days 00:58:35.257000,304.0,200.0,212.0,300.0,False,SOFT,6.0,False,Audi,0 days 00:56:44.501000,2026-07-17 12:13:07.673,1,,,,False,True,FP1,38.3,24.2,39.8
0 days 01:00:25.804000,BOR,5,0 days 00:01:50.547000,16.0,3.0,,,0 days 00:00:31.456000,0 days 00:00:49.511000,0 days 00:00:29.580000,0 days 00:59:06.713000,0 days 00:59:56.224000,0 days 01:00:25.804000,306.0,198.0,212.0,306.0,False,SOFT,7.0,False,Audi,0 days 00:58:35.257000,2026-07-17 12:14:58.429,1,,,,False,True,FP1,38.3,24.2,39.8
0 days 01:02:16.699000,BOR,5,0 days 00:01:50.895000,17.0,3.0,,,0 days 00:00:31.446000,0 days 00:00:49.654000,0 days 00:00:29.795000,0 days 01:00:57.250000,0 days 01:01:46.904000,0 days 01:02:16.699000,309.0,196.0,210.0,304.0,False,SOFT,8.0,False,Audi,0 days 01:00:25.804000,2026-07-17 12:16:48.976,1,,,,False,True,FP1,37.8,24.0,39.7
0 days 01:04:32.796000,BOR,5,0 days 00:02:16.097000,18.0,3.0,,0 days 01:04:28.921000,0 days 00:00:38.367000,0 days 00:01:01.521000,0 days 00:00:36.209000,0 days 01:02:55.066000,0 days 01:03:56.587000,0 days 01:04:32.796000,231.0,191.0,,244.0,False,SOFT,9.0,False,Audi,0 days 01:02:16.699000,2026-07-17 12:18:39.871,1,,,,False,False,FP1,37.0,23.8,40.4
0 days 00:17:07.009000,HAD,6,,1.0,1.0,0 days 00:14:51.462000,,,0 days 00:00:55.178000,0 days 00:00:42.813000,,0 days 00:16:24.231000,0 days 00:17:07.078000,251.0,175.0,220.0,246.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:14:51.462000,2026-07-17 11:31:14.634,1,,,,False,False,FP1,41.5,23.9,43.4
0 days 00:18:55.927000,HAD,6,0 days 00:01:48.918000,2.0,1.0,,,0 days 00:00:31.189000,0 days 00:00:48.483000,0 days 00:00:29.246000,0 days 00:17:38.198000,0 days 00:18:26.681000,0 days 00:18:55.927000,310.0,201.0,195.0,292.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:17:07.009000,2026-07-17 11:33:30.181,1,,,,False,True,FP1,42.8,24.1,43.6
0 days 00:22:05.676000,HAD,6,,3.0,1.0,,,0 days 00:01:05.190000,0 days 00:01:17.683000,0 days 00:00:46.983000,0 days 00:20:01.292000,0 days 00:21:18.931000,0 days 00:22:05.834000,137.0,134.0,215.0,135.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:18:55.927000,2026-07-17 11:35:19.099,1,,,,False,False,FP1,42.9,24.4,41.6
0 days 00:23:54.140000,HAD,6,0 days 00:01:48.464000,4.0,1.0,,,0 days 00:00:31.502000,0 days 00:00:47.721000,0 days 00:00:29.241000,0 days 00:22:37.178000,0 days 00:23:24.899000,0 days 00:23:54.140000,305.0,211.0,206.0,291.0,True,SOFT,4.0,True,Red Bull Racing,0 days 00:22:05.676000,2026-07-17 11:38:28.848,1,,,,False,True,FP1,43.1,24.3,41.8
0 days 00:27:05.659000,HAD,6,,5.0,1.0,,,0 days 00:00:58.668000,0 days 00:01:21.939000,0 days 00:00:50.861000,0 days 00:24:53.023000,0 days 00:26:14.895000,0 days 00:27:05.776000,190.0,81.0,221.0,181.0,False,SOFT,5.0,True,Red Bull Racing,0 days 00:23:54.140000,2026-07-17 11:40:17.312,1,,,,False,False,FP1,42.8,24.4,41.1
0 days 00:28:53.437000,HAD,6,0 days 00:01:47.778000,6.0,1.0,,,0 days 00:00:31.187000,0 days 00:00:47.640000,0 days 00:00:28.951000,0 days 00:27:36.846000,0 days 00:28:24.486000,0 days 00:28:53.437000,307.0,208.0,207.0,291.0,True,SOFT,6.0,True,Red Bull Racing,0 days 00:27:05.659000,2026-07-17 11:43:28.831,1,,,,False,True,FP1,43.0,24.6,40.4
