Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session
0 days 00:59:33.739000,LIN,41,0 days 00:01:25.664000,19.0,6.0,,,0 days 00:00:30.036000,0 days 00:00:18.218000,0 days 00:00:37.410000,0 days 00:58:38.111000,0 days 00:58:56.329000,0 days 00:59:33.739000,239.0,304.0,303.0,286.0,False,SOFT,12.0,False,Racing Bulls,0 days 00:58:08.075000,2026-03-06 05:45:20.255,1,,,,False,True,FP2
0 days 01:00:59.818000,LIN,41,0 days 00:01:26.079000,20.0,6.0,,,0 days 00:00:30.131000,0 days 00:00:18.270000,0 days 00:00:37.678000,0 days 01:00:03.870000,0 days 01:00:22.140000,0 days 01:00:59.818000,245.0,305.0,297.0,290.0,False,SOFT,13.0,False,Racing Bulls,0 days 00:59:33.739000,2026-03-06 05:46:45.919,1,,,,False,True,FP2
0 days 01:02:25.793000,LIN,41,0 days 00:01:25.975000,21.0,6.0,,,0 days 00:00:30.367000,0 days 00:00:18.105000,0 days 00:00:37.503000,0 days 01:01:30.185000,0 days 01:01:48.290000,0 days 01:02:25.793000,242.0,309.0,303.0,282.0,False,SOFT,14.0,False,Racing Bulls,0 days 01:00:59.818000,2026-03-06 05:48:11.998,1,,,,False,True,FP2
0 days 01:03:51.998000,LIN,41,0 days 00:01:26.205000,22.0,6.0,,,0 days 00:00:30.141000,0 days 00:00:18.267000,0 days 00:00:37.797000,0 days 01:02:55.934000,0 days 01:03:14.201000,0 days 01:03:51.998000,244.0,300.0,292.0,293.0,False,SOFT,15.0,False,Racing Bulls,0 days 01:02:25.793000,2026-03-06 05:49:37.973,1,,,,False,True,FP2
0 days 01:05:17.516000,LIN,41,0 days 00:01:25.518000,23.0,6.0,,,0 days 00:00:30.140000,0 days 00:00:18.080000,0 days 00:00:37.298000,0 days 01:04:22.138000,0 days 01:04:40.218000,0 days 01:05:17.516000,243.0,309.0,299.0,287.0,False,SOFT,16.0,False,Racing Bulls,0 days 01:03:51.998000,2026-03-06 05:51:04.178,1,,,,False,True,FP2
0 days 01:06:43.572000,LIN,41,0 days 00:01:26.056000,24.0,6.0,,,0 days 00:00:30.319000,0 days 00:00:18.127000,0 days 00:00:37.610000,0 days 01:05:47.835000,0 days 01:06:05.962000,0 days 01:06:43.572000,240.0,306.0,298.0,293.0,False,SOFT,17.0,False,Racing Bulls,0 days 01:05:17.516000,2026-03-06 05:52:29.696,1,,,,False,True,FP2
0 days 01:08:33.644000,LIN,41,0 days 00:01:50.072000,25.0,6.0,,,0 days 00:00:30.208000,0 days 00:00:18.091000,0 days 00:01:01.773000,0 days 01:07:13.780000,0 days 01:07:31.871000,0 days 01:08:33.644000,244.0,306.0,215.0,291.0,False,SOFT,18.0,False,Racing Bulls,0 days 01:06:43.572000,2026-03-06 05:53:55.752,126,,,,False,False,FP2
0 days 01:10:01.587000,LIN,41,0 days 00:01:27.943000,26.0,6.0,,,0 days 00:00:32.599000,0 days 00:00:18.175000,0 days 00:00:37.169000,0 days 01:09:06.243000,0 days 01:09:24.418000,0 days 01:10:01.587000,238.0,303.0,311.0,243.0,False,SOFT,19.0,False,Racing Bulls,0 days 01:08:33.644000,2026-03-06 05:55:45.824,671,,,,False,False,FP2
0 days 01:11:27.329000,LIN,41,0 days 00:01:25.742000,27.0,6.0,,,0 days 00:00:30.260000,0 days 00:00:18.126000,0 days 00:00:37.356000,0 days 01:10:31.847000,0 days 01:10:49.973000,0 days 01:11:27.329000,243.0,302.0,301.0,310.0,False,SOFT,20.0,False,Racing Bulls,0 days 01:10:01.587000,2026-03-06 05:57:13.767,1,,,,False,True,FP2
0 days 01:12:52.948000,LIN,41,0 days 00:01:25.619000,28.0,6.0,,,0 days 00:00:30.126000,0 days 00:00:18.142000,0 days 00:00:37.351000,0 days 01:11:57.455000,0 days 01:12:15.597000,0 days 01:12:52.948000,244.0,300.0,302.0,298.0,False,SOFT,21.0,False,Racing Bulls,0 days 01:11:27.329000,2026-03-06 05:58:39.509,1,,,,False,True,FP2
0 days 01:14:59.627000,LIN,41,0 days 00:02:06.679000,29.0,6.0,,,0 days 00:00:37.181000,0 days 00:00:23.917000,0 days 00:01:05.581000,0 days 01:13:30.129000,0 days 01:13:54.046000,0 days 01:14:59.627000,180.0,222.0,23.0,242.0,False,SOFT,22.0,False,Racing Bulls,0 days 01:12:52.948000,2026-03-06 06:00:05.128,1,,,,False,True,FP2
0 days 01:17:00.072000,LIN,41,,30.0,6.0,,0 days 01:17:00.072000,0 days 00:00:56.588000,0 days 00:00:26.849000,,0 days 01:15:56.328000,0 days 01:16:23.237000,,184.0,238.0,,235.0,False,SOFT,23.0,False,Racing Bulls,0 days 01:14:59.627000,2026-03-06 06:02:11.807,1,,,,False,False,FP2
0 days 00:15:55.514000,COL,43,,1.0,1.0,0 days 00:13:07.104000,,,0 days 00:00:21.289000,0 days 00:01:24.278000,,0 days 00:14:31.400000,0 days 00:15:55.894000,238.0,254.0,19.0,105.0,False,MEDIUM,1.0,True,Alpine,0 days 00:13:07.104000,2026-03-06 05:00:19.284,1,,,,False,False,FP2
0 days 00:17:56.030000,COL,43,0 days 00:02:00.516000,2.0,1.0,,,0 days 00:00:51.542000,0 days 00:00:20.342000,0 days 00:00:48.632000,0 days 00:16:47.056000,0 days 00:17:07.398000,0 days 00:17:56.030000,248.0,262.0,265.0,102.0,True,MEDIUM,2.0,True,Alpine,0 days 00:15:55.514000,2026-03-06 05:03:07.694,12,,,,False,True,FP2
0 days 00:19:20.006000,COL,43,0 days 00:01:23.976000,3.0,1.0,,,0 days 00:00:29.764000,0 days 00:00:18.003000,0 days 00:00:36.209000,0 days 00:18:25.794000,0 days 00:18:43.797000,0 days 00:19:20.006000,267.0,298.0,319.0,270.0,True,MEDIUM,3.0,True,Alpine,0 days 00:17:56.030000,2026-03-06 05:05:08.210,1,,,,False,True,FP2
0 days 00:21:31.568000,COL,43,0 days 00:02:11.562000,4.0,1.0,,,0 days 00:00:49.079000,0 days 00:00:32.010000,0 days 00:00:50.473000,0 days 00:20:09.085000,0 days 00:20:41.095000,0 days 00:21:31.568000,183.0,168.0,271.0,177.0,False,MEDIUM,4.0,True,Alpine,0 days 00:19:20.006000,2026-03-06 05:06:32.186,1,,,,False,True,FP2
0 days 00:22:54.767000,COL,43,0 days 00:01:23.199000,5.0,1.0,,,0 days 00:00:29.373000,0 days 00:00:18.018000,0 days 00:00:35.808000,0 days 00:22:00.941000,0 days 00:22:18.959000,0 days 00:22:54.767000,269.0,296.0,318.0,294.0,True,MEDIUM,5.0,True,Alpine,0 days 00:21:31.568000,2026-03-06 05:08:43.748,1,,,,False,True,FP2
0 days 00:25:08.139000,COL,43,0 days 00:02:13.372000,6.0,1.0,,,0 days 00:00:51.407000,0 days 00:00:37.206000,0 days 00:00:44.759000,0 days 00:23:46.174000,0 days 00:24:23.380000,0 days 00:25:08.139000,125.0,222.0,276.0,201.0,False,MEDIUM,6.0,True,Alpine,0 days 00:22:54.767000,2026-03-06 05:10:06.947,1,,,,False,True,FP2
0 days 00:26:31.278000,COL,43,0 days 00:01:23.139000,7.0,1.0,,,0 days 00:00:29.272000,0 days 00:00:17.964000,0 days 00:00:35.903000,0 days 00:25:37.411000,0 days 00:25:55.375000,0 days 00:26:31.278000,266.0,296.0,320.0,299.0,True,MEDIUM,7.0,True,Alpine,0 days 00:25:08.139000,2026-03-06 05:12:20.319,1,,,,False,True,FP2
0 days 00:28:50.052000,COL,43,0 days 00:02:18.774000,8.0,1.0,,,0 days 00:00:45.516000,0 days 00:00:39.714000,0 days 00:00:53.544000,0 days 00:27:16.794000,0 days 00:27:56.508000,0 days 00:28:50.052000,127.0,135.0,275.0,208.0,False,MEDIUM,8.0,True,Alpine,0 days 00:26:31.278000,2026-03-06 05:13:43.458,1,,,,False,True,FP2
