Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Session
VER,1,86.041,2.0,1.0,27.749,34.53,23.762,324.0,271.0,254.0,325.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:18:20.889000,1,Q
VER,1,85.886,5.0,2.0,27.836,34.494,23.556,324.0,272.0,257.0,323.0,True,SOFT,5.0,False,Red Bull Racing,0 days 00:37:07.870000,1,Q
VER,1,85.316,8.0,3.0,27.649,34.272,23.395,323.0,269.0,257.0,325.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:51:17.930000,1,Q
VER,1,85.397,11.0,4.0,27.854,34.216,23.327,322.0,271.0,257.0,325.0,False,SOFT,5.0,False,Red Bull Racing,0 days 01:00:36.276000,1,Q
VER,1,85.267,14.0,5.0,27.719,34.189,23.359,322.0,272.0,256.0,328.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:13:38.653000,1,Q
VER,1,84.892,17.0,6.0,27.493,33.973,23.426,323.0,273.0,256.0,323.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:23:02.849000,1,Q
PIA,81,86.002,2.0,1.0,27.923,34.56,23.519,318.0,271.0,255.0,316.0,True,SOFT,2.0,True,McLaren,0 days 00:19:06.629000,1,Q
PIA,81,118.867,7.0,3.0,31.464,50.826,36.577,233.0,160.0,255.0,149.0,False,SOFT,7.0,False,McLaren,0 days 00:36:22.754000,1,Q
PIA,81,85.963,8.0,3.0,27.97,34.551,23.442,318.0,272.0,256.0,316.0,True,SOFT,8.0,False,McLaren,0 days 00:38:21.621000,1,Q
PIA,81,85.316,11.0,4.0,27.656,34.216,23.444,319.0,270.0,257.0,318.0,True,SOFT,2.0,True,McLaren,0 days 00:51:57.095000,1,Q
PIA,81,85.518,14.0,5.0,27.844,34.263,23.411,319.0,271.0,256.0,318.0,False,SOFT,5.0,False,McLaren,0 days 01:01:47.267000,1,Q
PIA,81,84.995,17.0,6.0,27.615,34.113,23.267,318.0,274.0,258.0,319.0,True,SOFT,2.0,True,McLaren,0 days 01:13:55.050000,1,Q
PIA,81,85.092,20.0,7.0,27.61,34.119,23.363,318.0,272.0,254.0,318.0,False,SOFT,2.0,True,McLaren,0 days 01:22:03.531000,1,Q
NOR,4,86.165,2.0,1.0,27.762,34.856,23.547,320.0,268.0,255.0,319.0,True,SOFT,2.0,True,McLaren,0 days 00:18:35.450000,1,Q
NOR,4,119.795,3.0,1.0,42.198,45.944,31.653,186.0,236.0,149.0,270.0,False,SOFT,3.0,True,McLaren,0 days 00:20:01.615000,1,Q
NOR,4,119.346,4.0,1.0,42.007,49.074,28.265,210.0,218.0,256.0,272.0,False,SOFT,4.0,True,McLaren,0 days 00:22:01.410000,12,Q
