Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session,TrackTemp,AirTemp,Humidity
0 days 00:46:02.902000,LAW,30,0 days 00:01:48.633000,14.0,3.0,,0 days 00:46:01.111000,0 days 00:00:36.624000,0 days 00:00:38.526000,0 days 00:00:33.483000,0 days 00:44:50.893000,0 days 00:45:29.419000,0 days 00:46:02.902000,204.0,196.0,,204.0,False,SOFT,3.0,True,Racing Bulls,0 days 00:44:14.269000,2026-07-24 12:01:09.862,1,,,,False,False,FP1,41.6,23.1,29.0
0 days 00:56:54.064000,LAW,30,,15.0,4.0,0 days 00:48:40.590000,0 days 00:50:28.732000,,0 days 00:00:38.071000,,,0 days 00:49:56.574000,,220.0,205.0,,,False,SOFT,4.0,False,Racing Bulls,0 days 00:46:02.902000,2026-07-24 12:02:58.495,125,,,,False,False,FP1,41.6,23.1,29.0
0 days 00:58:46.552000,LAW,30,,16.0,5.0,0 days 00:56:54.064000,,,0 days 00:00:32.964000,0 days 00:00:25.236000,,0 days 00:58:21.487000,0 days 00:58:46.664000,287.0,235.0,259.0,204.0,False,MEDIUM,12.0,False,Racing Bulls,0 days 00:56:54.064000,2026-07-24 12:13:49.657,1,,,,False,False,FP1,41.6,23.1,29.0
0 days 01:00:13.896000,LAW,30,0 days 00:01:27.344000,17.0,5.0,,,0 days 00:00:30.194000,0 days 00:00:32.276000,0 days 00:00:24.874000,0 days 00:59:16.746000,0 days 00:59:49.022000,0 days 01:00:13.896000,282.0,238.0,257.0,314.0,False,MEDIUM,13.0,False,Racing Bulls,0 days 00:58:46.552000,2026-07-24 12:15:42.145,1,,,,False,True,FP1,41.6,23.1,29.0
0 days 01:01:40.854000,LAW,30,0 days 00:01:26.958000,18.0,5.0,,,0 days 00:00:29.964000,0 days 00:00:32.089000,0 days 00:00:24.905000,0 days 01:00:43.860000,0 days 01:01:15.949000,0 days 01:01:40.854000,280.0,237.0,257.0,308.0,False,MEDIUM,14.0,False,Racing Bulls,0 days 01:00:13.896000,2026-07-24 12:17:09.489,1,,,,False,True,FP1,41.6,23.1,29.0
0 days 01:03:07.127000,LAW,30,0 days 00:01:26.273000,19.0,5.0,,,0 days 00:00:29.770000,0 days 00:00:31.708000,0 days 00:00:24.795000,0 days 01:02:10.624000,0 days 01:02:42.332000,0 days 01:03:07.127000,293.0,237.0,257.0,316.0,False,MEDIUM,15.0,False,Racing Bulls,0 days 01:01:40.854000,2026-07-24 12:18:36.447,12,,,,False,True,FP1,41.6,23.1,29.0
0 days 01:04:33.997000,LAW,30,0 days 00:01:26.870000,20.0,5.0,,,0 days 00:00:29.979000,0 days 00:00:31.891000,0 days 00:00:25,0 days 01:03:37.106000,0 days 01:04:08.997000,0 days 01:04:33.997000,288.0,232.0,256.0,313.0,False,MEDIUM,16.0,False,Racing Bulls,0 days 01:03:07.127000,2026-07-24 12:20:02.720,1,,,,False,True,FP1,41.6,23.1,29.0
0 days 01:06:00.642000,LAW,30,0 days 00:01:26.645000,21.0,5.0,,,0 days 00:00:29.827000,0 days 00:00:31.803000,0 days 00:00:25.015000,0 days 01:05:03.824000,0 days 01:05:35.627000,0 days 01:06:00.642000,289.0,230.0,257.0,304.0,False,MEDIUM,17.0,False,Racing Bulls,0 days 01:04:33.997000,2026-07-24 12:21:29.590,1,,,,False,True,FP1,45.2,23.2,29.5
0 days 01:07:27.199000,LAW,30,0 days 00:01:26.557000,22.0,5.0,,,0 days 00:00:29.906000,0 days 00:00:31.832000,0 days 00:00:24.819000,0 days 01:06:30.548000,0 days 01:07:02.380000,0 days 01:07:27.199000,281.0,235.0,257.0,303.0,False,MEDIUM,18.0,False,Racing Bulls,0 days 01:06:00.642000,2026-07-24 12:22:56.235,1,,,,False,True,FP1,45.2,23.2,29.5
0 days 01:08:53.477000,LAW,30,0 days 00:01:26.278000,23.0,5.0,,,0 days 00:00:29.762000,0 days 00:00:31.646000,0 days 00:00:24.870000,0 days 01:07:56.961000,0 days 01:08:28.607000,0 days 01:08:53.477000,288.0,234.0,256.0,313.0,False,MEDIUM,19.0,False,Racing Bulls,0 days 01:07:27.199000,2026-07-24 12:24:22.792,1,,,,False,True,FP1,45.2,23.2,29.5
0 days 01:10:19.705000,LAW,30,0 days 00:01:26.228000,24.0,5.0,,,0 days 00:00:29.667000,0 days 00:00:31.648000,0 days 00:00:24.913000,0 days 01:09:23.144000,0 days 01:09:54.792000,0 days 01:10:19.705000,291.0,235.0,255.0,313.0,False,MEDIUM,20.0,False,Racing Bulls,0 days 01:08:53.477000,2026-07-24 12:25:49.070,1,,,,False,True,FP1,45.2,23.2,29.5
0 days 01:11:46.049000,LAW,30,0 days 00:01:26.344000,25.0,5.0,,,0 days 00:00:29.957000,0 days 00:00:31.512000,0 days 00:00:24.875000,0 days 01:10:49.662000,0 days 01:11:21.174000,0 days 01:11:46.049000,287.0,237.0,256.0,309.0,False,MEDIUM,21.0,False,Racing Bulls,0 days 01:10:19.705000,2026-07-24 12:27:15.298,1,,,,False,True,FP1,45.2,23.2,29.5
0 days 01:13:12.084000,LAW,30,0 days 00:01:26.035000,26.0,5.0,,,0 days 00:00:29.699000,0 days 00:00:31.365000,0 days 00:00:24.971000,0 days 01:12:15.748000,0 days 01:12:47.113000,0 days 01:13:12.084000,281.0,228.0,255.0,317.0,False,MEDIUM,22.0,False,Racing Bulls,0 days 01:11:46.049000,2026-07-24 12:28:41.642,1,,,,False,True,FP1,45.2,23.2,29.5
0 days 01:15:19.744000,LAW,30,0 days 00:02:07.660000,27.0,5.0,,,0 days 00:00:38.941000,0 days 00:00:46.406000,0 days 00:00:42.313000,0 days 01:13:51.025000,0 days 01:14:37.431000,0 days 01:15:19.744000,134.0,224.0,63.0,306.0,False,MEDIUM,23.0,False,Racing Bulls,0 days 01:13:12.084000,2026-07-24 12:30:07.677,1,,,,False,True,FP1,45.2,23.2,29.5
0 days 01:17:20.312000,LAW,30,0 days 00:02:00.568000,28.0,5.0,,0 days 01:17:18.508000,0 days 00:00:55.885000,0 days 00:00:35.944000,0 days 00:00:28.739000,0 days 01:16:15.629000,0 days 01:16:51.573000,0 days 01:17:20.312000,276.0,211.0,,253.0,False,MEDIUM,24.0,False,Racing Bulls,0 days 01:15:19.744000,2026-07-24 12:32:15.337,1,,,,False,False,FP1,45.2,23.2,29.5
0 days 00:14:59.706000,OCO,31,,1.0,1.0,0 days 00:13:13.411000,,,0 days 00:00:39.436000,0 days 00:00:29.073000,,0 days 00:14:30.863000,0 days 00:14:59.903000,231.0,207.0,254.0,,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:13:13.411000,2026-07-24 11:30:09.004,1,,,,False,False,FP1,45.2,23.2,29.5
0 days 00:16:33.859000,OCO,31,0 days 00:01:34.153000,2.0,1.0,,,0 days 00:00:29.746000,0 days 00:00:31.686000,0 days 00:00:32.721000,0 days 00:15:29.452000,0 days 00:16:01.138000,0 days 00:16:33.859000,286.0,234.0,252.0,312.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:14:59.706000,2026-07-24 11:31:55.299,1,,,,False,True,FP1,45.2,23.2,29.5
0 days 00:18:03.424000,OCO,31,0 days 00:01:29.565000,3.0,1.0,,0 days 00:18:01.672000,0 days 00:00:29.496000,0 days 00:00:30.830000,0 days 00:00:29.239000,0 days 00:17:03.355000,0 days 00:17:34.185000,0 days 00:18:03.424000,290.0,237.0,,312.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 00:16:33.859000,2026-07-24 11:33:29.452,1,,,,False,False,FP1,45.2,23.2,29.5
0 days 00:30:29.565000,OCO,31,,4.0,2.0,0 days 00:28:53.358000,,,0 days 00:00:34.904000,0 days 00:00:28.007000,,0 days 00:30:01.779000,0 days 00:30:29.624000,246.0,219.0,260.0,312.0,False,MEDIUM,4.0,False,Haas F1 Team,0 days 00:18:03.424000,2026-07-24 11:34:59.017,1,,,,False,False,FP1,46.4,23.3,29.4
0 days 00:31:52.139000,OCO,31,0 days 00:01:22.574000,5.0,2.0,,,0 days 00:00:28.845000,0 days 00:00:30.228000,0 days 00:00:23.501000,0 days 00:30:58.410000,0 days 00:31:28.638000,0 days 00:31:52.139000,289.0,241.0,262.0,316.0,True,MEDIUM,5.0,False,Haas F1 Team,0 days 00:30:29.565000,2026-07-24 11:47:25.158,1,,,,False,True,FP1,46.4,23.3,29.4
0 days 00:34:05.026000,OCO,31,0 days 00:02:12.887000,6.0,2.0,,,0 days 00:00:48.133000,0 days 00:00:54.163000,0 days 00:00:30.591000,0 days 00:32:40.272000,0 days 00:33:34.435000,0 days 00:34:05.026000,123.0,216.0,261.0,265.0,False,MEDIUM,6.0,False,Haas F1 Team,0 days 00:31:52.139000,2026-07-24 11:48:47.732,1,,,,False,True,FP1,46.4,23.3,29.4
0 days 00:35:27.274000,OCO,31,0 days 00:01:22.248000,7.0,2.0,,,0 days 00:00:28.588000,0 days 00:00:29.867000,0 days 00:00:23.793000,0 days 00:34:33.614000,0 days 00:35:03.481000,0 days 00:35:27.274000,288.0,243.0,240.0,317.0,True,MEDIUM,7.0,False,Haas F1 Team,0 days 00:34:05.026000,2026-07-24 11:51:00.619,1,,,,False,True,FP1,46.4,23.3,29.4
0 days 00:37:37.499000,OCO,31,0 days 00:02:10.225000,8.0,2.0,,0 days 00:37:35.639000,0 days 00:00:46.160000,0 days 00:00:49.823000,0 days 00:00:34.242000,0 days 00:36:13.434000,0 days 00:37:03.257000,0 days 00:37:37.499000,130.0,148.0,,193.0,False,MEDIUM,8.0,False,Haas F1 Team,0 days 00:35:27.274000,2026-07-24 11:52:22.867,1,,,,False,False,FP1,46.4,23.3,29.4
0 days 00:39:56.572000,OCO,31,0 days 00:02:19.073000,9.0,3.0,0 days 00:37:53.712000,,0 days 00:01:14.595000,0 days 00:00:38.564000,0 days 00:00:25.914000,0 days 00:38:52.094000,0 days 00:39:30.658000,0 days 00:39:56.572000,200.0,212.0,259.0,193.0,False,MEDIUM,9.0,False,Haas F1 Team,0 days 00:37:37.499000,2026-07-24 11:54:33.092,1,,,,False,False,FP1,46.4,23.3,29.4
0 days 00:41:21.393000,OCO,31,0 days 00:01:24.821000,10.0,3.0,,,0 days 00:00:30.149000,0 days 00:00:31.006000,0 days 00:00:23.666000,0 days 00:40:26.721000,0 days 00:40:57.727000,0 days 00:41:21.393000,290.0,239.0,260.0,314.0,False,MEDIUM,10.0,False,Haas F1 Team,0 days 00:39:56.572000,2026-07-24 11:56:52.165,1,,,,False,True,FP1,46.4,23.3,29.4
0 days 00:43:07.124000,OCO,31,0 days 00:01:45.731000,11.0,3.0,,0 days 00:43:05.252000,0 days 00:00:38.047000,0 days 00:00:39.480000,0 days 00:00:28.204000,0 days 00:41:59.440000,0 days 00:42:38.920000,0 days 00:43:07.124000,237.0,224.0,,245.0,False,MEDIUM,11.0,False,Haas F1 Team,0 days 00:41:21.393000,2026-07-24 11:58:16.986,1,,,,False,False,FP1,46.2,23.4,28.9
0 days 00:49:34.030000,OCO,31,,12.0,4.0,0 days 00:47:53.130000,,,0 days 00:00:35.856000,0 days 00:00:29.515000,,0 days 00:49:04.661000,0 days 00:49:34.030000,240.0,229.0,264.0,245.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:43:07.124000,2026-07-24 12:00:02.717,12,,,,False,False,FP1,46.2,23.4,28.9
0 days 00:56:07.346000,OCO,31,,13.0,4.0,,0 days 00:51:41.002000,,,,,,,,,,324.0,False,SOFT,2.0,True,Haas F1 Team,0 days 00:49:34.030000,2026-07-24 12:06:29.623,125,,,,False,False,FP1,46.2,23.4,28.9
