Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Session
VER,1,79.812,2.0,1.0,26.546,26.832,26.434,324.0,338.0,317.0,344.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:17:40.291000,1,Q
VER,1,79.455,5.0,2.0,26.506,26.625,26.324,327.0,345.0,317.0,344.0,True,SOFT,5.0,False,Red Bull Racing,0 days 00:28:18.166000,1,Q
VER,1,79.14,8.0,3.0,26.406,26.538,26.196,324.0,341.0,316.0,346.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:43:40.077000,1,Q
VER,1,79.422,11.0,4.0,26.457,26.65,26.315,323.0,338.0,314.0,345.0,False,SOFT,5.0,False,Red Bull Racing,0 days 00:52:03.074000,1,Q
VER,1,78.923,14.0,5.0,26.306,26.485,26.132,325.0,340.0,315.0,347.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:06:30.144000,1,Q
VER,1,78.792,17.0,6.0,26.262,26.483,26.047,327.0,340.0,315.0,348.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:13:33.378000,1,Q
NOR,4,79.611,2.0,1.0,26.573,26.624,26.414,321.0,334.0,312.0,338.0,True,SOFT,2.0,True,McLaren,0 days 00:18:20.043000,1,Q
NOR,4,100.393,5.0,2.0,29.426,38.092,32.875,225.0,288.0,318.0,342.0,False,SOFT,5.0,False,McLaren,0 days 00:28:45.925000,1,Q
NOR,4,79.517,6.0,2.0,26.498,26.626,26.393,323.0,337.0,315.0,344.0,True,SOFT,6.0,False,McLaren,0 days 00:30:26.318000,1,Q
NOR,4,79.451,11.0,4.0,26.588,26.594,26.269,321.0,334.0,314.0,341.0,True,SOFT,2.0,True,McLaren,0 days 00:49:26.279000,1,Q
NOR,4,111.753,12.0,4.0,41.108,35.47,35.175,233.0,272.0,202.0,226.0,False,SOFT,3.0,True,McLaren,0 days 00:50:45.730000,1,Q
NOR,4,107.79,13.0,4.0,39.042,38.556,30.192,272.0,208.0,318.0,209.0,False,SOFT,4.0,True,McLaren,0 days 00:52:37.483000,1,Q
